Year,Host,NOC,isHost,Gold,Total,gold_ratio,total_ratio,Avg_X_Gold,Avg_X_Total,Count
1996,United States,Armenia,0,1,2,0.003690037,0.002375297,1,2,38
1996,United States,Australia,0,9,41,0.033210332,0.048693587,5.75,26.5,550
1996,United States,Austria,0,0,3,0,0.003562945,0.5,2.25,92
1996,United States,Azerbaijan,0,0,1,0,0.001187648,0,1,24
1996,United States,Bahamas,0,0,1,0,0.001187648,0.25,1,36
1996,United States,Belarus,0,1,15,0.003690037,0.017814727,1,15,259
1996,United States,Belgium,0,2,6,0.007380074,0.007125891,0.75,3.75,81
1996,United States,Brazil,0,3,15,0.011070111,0.017814727,1.75,8,251
1996,United States,Bulgaria,0,3,15,0.011070111,0.017814727,6,26.75,181
1996,United States,Burundi,0,1,1,0.003690037,0.001187648,1,1,7
1996,United States,Canada,0,3,22,0.011070111,0.026128266,5.75,23.5,408
1996,United States,China,0,16,50,0.05904059,0.059382423,13,41,438
1996,United States,Chinese Taipei,0,0,1,0,0.001187648,0,1,107
1996,United States,Costa Rica,0,1,1,0.003690037,0.001187648,1,1,13
1996,United States,Croatia,0,1,2,0.003690037,0.002375297,1,2,117
1996,United States,Cuba,0,9,25,0.033210332,0.029691211,9.25,22.25,178
1996,United States,Czech Republic,0,4,11,0.014760148,0.013064133,4,11,169
1996,United States,Denmark,0,4,6,0.014760148,0.007125891,1.75,5.5,145
1996,United States,Ecuador,0,1,1,0.003690037,0.001187648,1,1,28
1996,United States,Ethiopia,0,2,3,0.007380074,0.003562945,1.25,3,19
1996,United States,Finland,0,1,4,0.003690037,0.004750594,1.75,6.25,105
1996,United States,France,0,15,37,0.055350554,0.043942993,8.5,27.5,453
1996,United States,Georgia,0,0,2,0,0.002375297,0,2,42
1996,United States,Germany,0,20,65,0.073800738,0.07719715,22.75,68,626
1996,United States,Great Britain,0,1,15,0.003690037,0.017814727,4,24,391
1996,United States,Greece,0,4,8,0.014760148,0.009501188,1.5,3.25,180
1996,United States,Hong Kong,0,1,1,0.003690037,0.001187648,1,1,32
1996,United States,Hungary,0,7,21,0.025830258,0.024940618,9,26.5,315
1996,United States,India,0,0,1,0,0.001187648,0.25,1,54
1996,United States,Indonesia,0,1,4,0.003690037,0.004750594,1,4,45
1996,United States,Iran,0,1,3,0.003690037,0.003562945,0.25,2.25,18
1996,United States,Ireland,0,3,4,0.011070111,0.004750594,1,2.25,99
1996,United States,Israel,0,0,1,0,0.001187648,0,1,38
1996,United States,Italy,0,13,35,0.04797048,0.041567696,9.75,25,460
1996,United States,Jamaica,0,1,6,0.003690037,0.007125891,0.25,3.75,69
1996,United States,Japan,0,3,14,0.011070111,0.016627078,5,20.5,448
1996,United States,Kazakhstan,0,3,11,0.011070111,0.013064133,3,11,142
1996,United States,Kenya,0,1,8,0.003690037,0.009501188,2.25,7,54
1996,United States,Latvia,0,0,1,0,0.001187648,0,1.75,55
1996,United States,Lithuania,0,0,1,0,0.001187648,0,1,81
1996,United States,Malaysia,0,0,2,0,0.002375297,0,2,43
1996,United States,Mexico,0,0,1,0,0.001187648,0.5,2.5,111
1996,United States,Moldova,0,0,2,0,0.002375297,0,2,50
1996,United States,Mongolia,0,0,1,0,0.001187648,0,2,18
1996,United States,Morocco,0,0,2,0,0.002375297,1,2.5,38
1996,United States,Mozambique,0,0,1,0,0.001187648,0,1,3
1996,United States,Namibia,0,0,2,0,0.002375297,0,2,10
1996,United States,Netherlands,0,4,19,0.014760148,0.022565321,3.25,14,7
1996,United States,Netherlands,0,4,19,0.014760148,0.022565321,3.25,14,290
1996,United States,New Zealand,0,3,6,0.011070111,0.007125891,3.75,10,129
1996,United States,Nigeria,0,2,6,0.007380074,0.007125891,0.5,3.25,84
1996,United States,North Korea,0,2,5,0.007380074,0.005938242,1.75,5.25,36
1996,United States,Norway,0,2,7,0.007380074,0.008313539,1.5,5.5,116
1996,United States,Philippines,0,0,1,0,0.001187648,0,1,18
1996,United States,Poland,0,7,17,0.025830258,0.020190024,3.75,21,207
1996,United States,Portugal,0,1,2,0.003690037,0.002375297,0.75,2,131
1996,United States,Puerto Rico,0,0,1,0,0.001187648,0,1.25,91
1996,United States,Romania,0,4,20,0.014760148,0.023752969,8.75,28.75,284
1996,United States,Russia,0,26,63,0.095940959,0.074821853,52.5,128.75,552
1996,United States,Slovakia,0,1,3,0.003690037,0.003562945,1,3,98
1996,United States,Slovenia,0,0,2,0,0.002375297,0,2,47
1996,United States,South Africa,0,3,5,0.011070111,0.005938242,0.75,3.5,111
1996,United States,South Korea,0,7,27,0.025830258,0.032066508,9.25,27,417
1996,United States,Spain,0,5,17,0.018450185,0.020190024,5,12,384
1996,United States,Sweden,0,2,8,0.007380074,0.009501188,1.25,12.5,233
1996,United States,Switzerland,0,4,7,0.014760148,0.008313539,1.25,5,172
1996,United States,Syria,0,1,1,0.003690037,0.001187648,1,1,8
1996,United States,Thailand,0,1,2,0.003690037,0.002375297,0.25,1.25,58
1996,United States,Tonga,0,0,1,0,0.001187648,0,1,5
1996,United States,Trinidad and Tobago,0,0,2,0,0.002375297,0.25,2,16
1996,United States,Tunisia,0,0,1,0,0.001187648,0.25,1.5,52
1996,United States,Turkey,0,4,6,0.014760148,0.007125891,1.75,4.25,61
1996,United States,Uganda,0,0,1,0,0.001187648,0.25,1.5,12
1996,United States,Ukraine,0,9,23,0.033210332,0.027315914,9,23,351
1996,United States,United States,1,44,101,0.162361624,0.119952494,50,119.25,839
1996,United States,Uzbekistan,0,0,2,0,0.002375297,0,2,95
1996,United States,Zambia,0,0,1,0,0.001187648,0,1,8
2000,Australia,Algeria,0,1,5,0.003333333,0.005393743,1,3,51
2000,Australia,Argentina,0,0,4,0,0.004314995,0,2.5,165
2000,Australia,Armenia,0,0,1,0,0.001078749,0,1,26
2000,Australia,Australia,1,16,58,0.053333333,0.062567422,8.75,35,788
2000,Australia,Austria,0,2,3,0.006666667,0.003236246,0.75,2.25,114
2000,Australia,Azerbaijan,0,2,3,0.006666667,0.003236246,2,3,32
2000,Australia,Bahamas,0,2,3,0.006666667,0.003236246,0.75,1.5,39
2000,Australia,Barbados,0,0,1,0,0.001078749,0,1,28
2000,Australia,Belarus,0,3,17,0.01,0.018338727,3,17,231
2000,Australia,Belgium,0,0,5,0,0.005393743,0.5,4,94
2000,Australia,Brazil,0,0,12,0,0.012944984,1.5,9,236
2000,Australia,Bulgaria,0,5,13,0.016666667,0.014023732,5.25,19.75,150
2000,Australia,Cameroon,0,1,1,0.003333333,0.001078749,1,1,39
2000,Australia,Canada,0,3,14,0.01,0.015102481,4,16,422
2000,Australia,Chile,0,0,1,0,0.001078749,0,2,58
2000,Australia,China,0,28,58,0.093333333,0.062567422,16.25,47.5,414
2000,Australia,Chinese Taipei,0,0,5,0,0.005393743,0,2,75
2000,Australia,Colombia,0,1,1,0.003333333,0.001078749,0.25,1,54
2000,Australia,Costa Rica,0,0,2,0,0.002157497,0,2,9
2000,Australia,Croatia,0,1,2,0.003333333,0.002157497,1,2,108
2000,Australia,Cuba,0,11,29,0.036666667,0.031283711,10.5,26.25,271
2000,Australia,Czech Republic,0,2,8,0.006666667,0.008629989,2,8,162
2000,Australia,Denmark,0,2,6,0.006666667,0.006472492,2.25,5.5,124
2000,Australia,Estonia,0,1,3,0.003333333,0.003236246,1.5,4.25,41
2000,Australia,Ethiopia,0,4,8,0.013333333,0.008629989,2.25,4.5,27
2000,Australia,Finland,0,2,4,0.006666667,0.004314995,1.25,4.25,88
2000,Australia,France,0,13,38,0.043333333,0.040992449,10.5,30,470
2000,Australia,Georgia,0,0,6,0,0.006472492,0,6,47
2000,Australia,Germany,0,13,56,0.043333333,0.060409924,16.5,56.75,567
2000,Australia,Great Britain,0,11,28,0.036666667,0.030204962,5.5,21.75,415
2000,Australia,Greece,0,4,13,0.013333333,0.014023732,2.5,6,175
2000,Australia,Hungary,0,8,17,0.026666667,0.018338727,9.25,22.75,238
2000,Australia,Iceland,0,0,1,0,0.001078749,0,1,29
2000,Australia,India,0,0,1,0,0.001078749,0.25,1,70
2000,Australia,Indonesia,0,1,6,0.003333333,0.006472492,1,4,54
2000,Australia,Iran,0,3,4,0.01,0.004314995,1,2.75,34
2000,Australia,Ireland,0,0,1,0,0.001078749,1,2,76
2000,Australia,Israel,0,0,1,0,0.001078749,0,1,58
2000,Australia,Italy,0,13,34,0.043333333,0.036677454,9.5,25.5,457
2000,Australia,Jamaica,0,0,9,0,0.009708738,0.25,5.25,65
2000,Australia,Japan,0,5,18,0.016666667,0.019417476,3.75,17,363
2000,Australia,Kazakhstan,0,3,7,0.01,0.007551241,3,7,158
2000,Australia,Kenya,0,2,7,0.006666667,0.007551241,2.5,8,59
2000,Australia,Kuwait,0,0,1,0,0.001078749,0,1,30
2000,Australia,Kyrgyzstan,0,0,1,0,0.001078749,0,1,71
2000,Australia,Latvia,0,1,3,0.003333333,0.003236246,0.25,2.25,60
2000,Australia,Lithuania,0,2,5,0.006666667,0.005393743,2,5,77
2000,Australia,Mexico,0,1,6,0.003333333,0.006472492,0.25,2.5,98
2000,Australia,Moldova,0,0,2,0,0.002157497,0,2,35
2000,Australia,Morocco,0,0,5,0,0.005393743,0.5,3.25,55
2000,Australia,Mozambique,0,1,1,0.003333333,0.001078749,1,1,4
2000,Australia,Netherlands,0,12,25,0.04,0.026968716,5,17,8
2000,Australia,Netherlands,0,12,25,0.04,0.026968716,5,17,285
2000,Australia,New Zealand,0,1,4,0.003333333,0.004314995,2,8.25,177
2000,Australia,Nigeria,0,1,3,0.003333333,0.003236246,0.75,3.75,100
2000,Australia,North Korea,0,0,4,0,0.004314995,1.5,5.75,47
2000,Australia,Norway,0,4,10,0.013333333,0.010787487,2.5,7.25,115
2000,Australia,Poland,0,6,14,0.02,0.015102481,4.5,16.5,240
2000,Australia,Portugal,0,0,2,0,0.002157497,0.75,2,64
2000,Australia,Qatar,0,0,1,0,0.001078749,0,1,19
2000,Australia,Romania,0,11,26,0.036666667,0.028047465,6.5,22,252
2000,Australia,Russia,0,32,89,0.106666667,0.09600863,48.25,119.75,602
2000,Australia,Saudi Arabia,0,0,2,0,0.002157497,0,2,23
2000,Australia,Slovakia,0,1,5,0.003333333,0.005393743,1,5,132
2000,Australia,Slovenia,0,2,2,0.006666667,0.002157497,2,2,90
2000,Australia,South Africa,0,0,5,0,0.005393743,0.75,3.75,161
2000,Australia,South Korea,0,8,28,0.026666667,0.030204962,9.75,29.25,359
2000,Australia,Spain,0,3,11,0.01,0.011866235,5.5,13.5,431
2000,Australia,Sri Lanka,0,0,1,0,0.001078749,0,1,24
2000,Australia,Sweden,0,4,12,0.013333333,0.012944984,1.75,10.75,198
2000,Australia,Switzerland,0,1,9,0.003333333,0.009708738,1.5,5.25,138
2000,Australia,Thailand,0,1,3,0.003333333,0.003236246,0.5,1.75,68
2000,Australia,Trinidad and Tobago,0,0,2,0,0.002157497,0.25,2,29
2000,Australia,Turkey,0,3,5,0.01,0.005393743,2.5,4.75,67
2000,Australia,Ukraine,0,3,23,0.01,0.024811219,3,23,368
2000,Australia,United States,0,37,93,0.123333333,0.100323625,38.5,99,764
2000,Australia,Uruguay,0,0,1,0,0.001078749,0,1.25,17
2000,Australia,Uzbekistan,0,1,4,0.003333333,0.004314995,1,4,85
2000,Australia,Vietnam,0,0,1,0,0.001078749,0,1,7
2004,Greece,Argentina,0,2,6,0.006644518,0.006479482,0.5,3.5,179
2004,Greece,Australia,0,17,50,0.056478405,0.05399568,12.25,44,601
2004,Greece,Austria,0,2,7,0.006644518,0.007559395,1,3.75,92
2004,Greece,Azerbaijan,0,1,5,0.003322259,0.005399568,1,5,37
2004,Greece,Bahamas,0,1,2,0.003322259,0.002159827,0.75,1.75,28
2004,Greece,Belarus,0,2,13,0.006644518,0.014038877,2,13,192
2004,Greece,Belgium,0,1,3,0.003322259,0.003239741,0.75,4.25,70
2004,Greece,Brazil,0,5,10,0.016611296,0.010799136,2.5,10,318
2004,Greece,Bulgaria,0,2,12,0.006644518,0.012958963,3.25,14,119
2004,Greece,Cameroon,0,1,1,0.003322259,0.001079914,0.5,1,19
2004,Greece,Canada,0,3,12,0.009966777,0.012958963,4,16.5,391
2004,Greece,Chile,0,2,3,0.006644518,0.003239741,0.5,2.25,29
2004,Greece,China,0,32,63,0.106312292,0.068034557,23,56.25,518
2004,Greece,Chinese Taipei,0,2,5,0.006644518,0.005399568,0.5,3,104
2004,Greece,Colombia,0,0,2,0,0.002159827,0.25,1.25,71
2004,Greece,Croatia,0,1,5,0.003322259,0.005399568,0.75,3,100
2004,Greece,Cuba,0,9,27,0.029900332,0.029157667,10.75,28,177
2004,Greece,Czech Republic,0,1,9,0.003322259,0.009719222,1,9,171
2004,Greece,Denmark,0,2,8,0.006644518,0.008639309,2.25,6.5,115
2004,Greece,Dominican Republic,0,1,1,0.003322259,0.001079914,1,1,33
2004,Greece,Egypt,0,1,5,0.003322259,0.005399568,0.25,2.25,104
2004,Greece,Eritrea,0,0,1,0,0.001079914,0,1,5
2004,Greece,Estonia,0,0,3,0,0.003239741,1,3.75,45
2004,Greece,Ethiopia,0,2,7,0.006644518,0.007559395,2.25,5.25,27
2004,Greece,Finland,0,0,2,0,0.002159827,1,3.75,67
2004,Greece,France,0,11,33,0.03654485,0.035637149,11.75,34.25,461
2004,Greece,Georgia,0,2,4,0.006644518,0.004319654,2,4,39
2004,Greece,Germany,0,13,49,0.043189369,0.052915767,19.75,63,592
2004,Greece,Great Britain,0,9,30,0.029900332,0.032397408,6.5,23.25,360
2004,Greece,Greece,1,6,16,0.019933555,0.017278618,4,9.75,499
2004,Greece,Hong Kong,0,0,1,0,0.001079914,0,1,42
2004,Greece,Hungary,0,8,17,0.026578073,0.018358531,8.5,21.25,258
2004,Greece,India,0,0,1,0,0.001079914,0.25,1,81
2004,Greece,Indonesia,0,1,4,0.003322259,0.004319654,1.25,4.75,39
2004,Greece,Iran,0,2,6,0.006644518,0.006479482,1.5,4,37
2004,Greece,Israel,0,1,2,0.003322259,0.002159827,0.25,1.5,46
2004,Greece,Italy,0,10,32,0.033222591,0.034557235,10.5,30,474
2004,Greece,Jamaica,0,2,5,0.006644518,0.005399568,0.75,6,62
2004,Greece,Japan,0,16,37,0.053156146,0.039956803,6.75,22.75,414
2004,Greece,Kazakhstan,0,1,8,0.003322259,0.008639309,1,8,130
2004,Greece,Kenya,0,1,7,0.003322259,0.007559395,1.5,7.5,46
2004,Greece,Latvia,0,0,4,0,0.004319654,0.25,2.75,45
2004,Greece,Lithuania,0,1,3,0.003322259,0.003239741,1,2.75,70
2004,Greece,Mexico,0,0,4,0,0.004319654,0.25,3,137
2004,Greece,Mongolia,0,0,1,0,0.001079914,0,1.25,21
2004,Greece,Morocco,0,2,3,0.006644518,0.003239741,0.75,3.25,57
2004,Greece,Netherlands,0,4,22,0.013289037,0.023758099,5.5,20.25,3
2004,Greece,Netherlands,0,4,22,0.013289037,0.023758099,5.5,20.25,264
2004,Greece,New Zealand,0,3,5,0.009966777,0.005399568,2,6.25,184
2004,Greece,Nigeria,0,0,2,0,0.002159827,0.75,3.75,79
2004,Greece,North Korea,0,0,5,0,0.005399568,1.5,5.75,71
2004,Greece,Norway,0,5,6,0.016611296,0.006479482,3.25,7.5,60
2004,Greece,Paraguay,0,0,1,0,0.001079914,0,1,22
2004,Greece,Poland,0,3,10,0.009966777,0.010799136,4.75,15,224
2004,Greece,Portugal,0,0,3,0,0.003239741,0.5,2,93
2004,Greece,Romania,0,8,19,0.026578073,0.020518359,6.75,20.75,193
2004,Greece,Russia,0,28,90,0.093023256,0.097192225,35.25,93.5,593
2004,Greece,Slovakia,0,2,6,0.006644518,0.006479482,2,6,84
2004,Greece,Slovenia,0,0,4,0,0.004319654,0.5,2.5,102
2004,Greece,South Africa,0,1,6,0.003322259,0.006479482,1,4.5,128
2004,Greece,South Korea,0,9,30,0.029900332,0.032397408,9,28.5,344
2004,Greece,Spain,0,3,20,0.009966777,0.021598272,6,17.5,423
2004,Greece,Sweden,0,4,7,0.013289037,0.007559395,2.75,9.75,157
2004,Greece,Switzerland,0,1,5,0.003322259,0.005399568,1.75,5.5,138
2004,Greece,Syria,0,0,1,0,0.001079914,0,1,6
2004,Greece,Thailand,0,3,8,0.009966777,0.008639309,1.25,3.5,51
2004,Greece,Trinidad and Tobago,0,0,1,0,0.001079914,0.25,1.5,26
2004,Greece,Turkey,0,3,10,0.009966777,0.010799136,3,6.75,74
2004,Greece,Ukraine,0,8,22,0.026578073,0.023758099,8,22,357
2004,Greece,United Arab Emirates,0,1,1,0.003322259,0.001079914,1,1,5
2004,Greece,United States,0,36,101,0.119601329,0.109071274,38.5,100.75,726
2004,Greece,Uzbekistan,0,2,5,0.006644518,0.005399568,2,5,79
2004,Greece,Venezuela,0,0,2,0,0.002159827,0,1.75,53
2004,Greece,Zimbabwe,0,1,3,0.003322259,0.003239741,1,3,14
2008,China,Afghanistan,0,0,1,0,0.001043841,0,1,4
2008,China,Algeria,0,0,2,0,0.002087683,1,3,57
2008,China,Argentina,0,2,6,0.006622517,0.006263048,1,4.75,145
2008,China,Armenia,0,0,5,0,0.005219207,0,5,26
2008,China,Australia,0,14,46,0.046357616,0.048016701,14,48.75,570
2008,China,Austria,0,0,3,0,0.003131524,1,4,93
2008,China,Azerbaijan,0,1,6,0.003311258,0.006263048,1,3.75,44
2008,China,Bahamas,0,0,2,0,0.002087683,0.75,2,33
2008,China,Belarus,0,3,14,0.009933775,0.014613779,2.25,14.75,237
2008,China,Belgium,0,2,2,0.006622517,0.002087683,1.25,4,112
2008,China,Brazil,0,3,17,0.009933775,0.017745303,2.75,13.5,338
2008,China,Bulgaria,0,1,5,0.003311258,0.005219207,2.75,11.25,87
2008,China,Cameroon,0,1,1,0.003311258,0.001043841,0.75,1,32
2008,China,Canada,0,3,20,0.009933775,0.020876827,3,17,449
2008,China,Chile,0,0,1,0,0.001043841,0.5,1.5,29
2008,China,China,1,48,100,0.158940397,0.104384134,31,67.75,730
2008,China,Chinese Taipei,0,1,4,0.003311258,0.004175365,0.75,3.75,92
2008,China,Colombia,0,0,3,0,0.003131524,0.25,1.75,90
2008,China,Croatia,0,0,5,0,0.005219207,0.75,3.5,125
2008,China,Cuba,0,3,30,0.009933775,0.03131524,8,27.75,171
2008,China,Czech Republic,0,3,7,0.009933775,0.007306889,2.5,8.75,158
2008,China,Denmark,0,2,7,0.006622517,0.007306889,2.5,6.75,108
2008,China,Dominican Republic,0,1,2,0.003311258,0.002087683,1,2,27
2008,China,Ecuador,0,0,1,0,0.001043841,0,1,26
2008,China,Egypt,0,0,2,0,0.002087683,0.25,2.5,116
2008,China,Estonia,0,1,2,0.003311258,0.002087683,0.75,2.5,53
2008,China,Ethiopia,0,4,7,0.013245033,0.007306889,3,6.25,29
2008,China,Finland,0,1,4,0.003311258,0.004175365,1,3.5,70
2008,China,France,0,7,43,0.023178808,0.044885177,11.5,37.75,448
2008,China,Georgia,0,3,7,0.009933775,0.007306889,1.25,4.75,38
2008,China,Germany,0,16,41,0.052980132,0.042797495,15.5,52.75,558
2008,China,Great Britain,0,19,51,0.062913907,0.053235908,10,31,420
2008,China,Greece,0,0,3,0,0.003131524,3.5,10,176
2008,China,Hungary,0,3,10,0.009933775,0.010438413,6.5,16.25,216
2008,China,Iceland,0,0,1,0,0.001043841,0,1,31
2008,China,India,0,1,3,0.003311258,0.003131524,0.25,1.5,67
2008,China,Indonesia,0,1,6,0.003311258,0.006263048,1,5,26
2008,China,Iran,0,1,2,0.003311258,0.002087683,1.75,3.75,55
2008,China,Ireland,0,0,3,0,0.003131524,1,2.5,63
2008,China,Israel,0,0,1,0,0.001043841,0.25,1.25,60
2008,China,Italy,0,8,27,0.026490066,0.028183716,11,32,459
2008,China,Jamaica,0,5,11,0.016556291,0.011482255,2,7.75,66
2008,China,Japan,0,9,25,0.029801325,0.026096033,8.25,23.5,457
2008,China,Kazakhstan,0,2,9,0.006622517,0.009394572,2.25,8.75,146
2008,China,Kenya,0,6,16,0.01986755,0.016701461,2.5,9.5,47
2008,China,Kyrgyzstan,0,0,3,0,0.003131524,0,3,22
2008,China,Latvia,0,1,3,0.003311258,0.003131524,0.5,2.75,53
2008,China,Lithuania,0,0,5,0,0.005219207,0.75,3.5,78
2008,China,Malaysia,0,0,1,0,0.001043841,0,1,42
2008,China,Mauritius,0,0,1,0,0.001043841,0,1,11
2008,China,Mexico,0,2,4,0.006622517,0.004175365,0.75,3.75,103
2008,China,Moldova,0,0,1,0,0.001043841,0,1,30
2008,China,Mongolia,0,2,4,0.006622517,0.004175365,0.5,2,31
2008,China,Morocco,0,0,2,0,0.002087683,0.5,3,49
2008,China,Netherlands,0,7,16,0.023178808,0.016701461,6.75,20.5,4
2008,China,Netherlands,0,7,16,0.023178808,0.016701461,6.75,20.5,283
2008,China,New Zealand,0,3,9,0.009933775,0.009394572,2.5,6,201
2008,China,Nigeria,0,0,5,0,0.005219207,0.75,4,89
2008,China,North Korea,0,2,6,0.006622517,0.006263048,1,5,66
2008,China,Norway,0,3,9,0.009933775,0.009394572,3.5,8,102
2008,China,Panama,0,1,1,0.003311258,0.001043841,1,1,5
2008,China,Poland,0,4,11,0.013245033,0.011482255,5,13,316
2008,China,Portugal,0,1,2,0.003311258,0.002087683,0.5,2.25,87
2008,China,Romania,0,4,9,0.013245033,0.009394572,6.75,18.5,172
2008,China,Russia,0,24,60,0.079470199,0.06263048,27.5,75.5,600
2008,China,Samoa,0,0,1,0,0.001043841,0,1,7
2008,China,Serbia,0,0,3,0,0.003131524,0.5,3,97
2008,China,Singapore,0,0,1,0,0.001043841,0,1,36
2008,China,Slovakia,0,3,6,0.009933775,0.006263048,1.75,5,67
2008,China,Slovenia,0,1,5,0.003311258,0.005219207,0.75,3.25,73
2008,China,South Africa,0,0,1,0,0.001043841,1,4.25,179
2008,China,South Korea,0,13,32,0.043046358,0.033402923,9.25,29.25,329
2008,China,Spain,0,5,19,0.016556291,0.019832985,4,16.75,355
2008,China,Sudan,0,0,1,0,0.001043841,0,1,9
2008,China,Sweden,0,0,5,0,0.005219207,2.5,8,169
2008,China,Switzerland,0,2,7,0.006622517,0.007306889,2,7,116
2008,China,Tajikistan,0,0,2,0,0.002087683,0,2,16
2008,China,Thailand,0,2,6,0.006622517,0.006263048,1.75,4.75,53
2008,China,Togo,0,0,1,0,0.001043841,0,1,4
2008,China,Trinidad and Tobago,0,1,2,0.003311258,0.002087683,0.25,1.75,35
2008,China,Tunisia,0,1,1,0.003311258,0.001043841,0.5,1.25,29
2008,China,Turkey,0,1,5,0.003311258,0.005219207,2.75,6.5,71
2008,China,Ukraine,0,7,22,0.023178808,0.022964509,6.75,22.5,327
2008,China,United States,0,36,112,0.119205298,0.11691023,38.25,101.75,763
2008,China,Uzbekistan,0,0,4,0,0.004175365,0.75,3.75,69
2008,China,Venezuela,0,0,1,0,0.001043841,0,1.75,126
2008,China,Vietnam,0,0,1,0,0.001043841,0,1,18
2008,China,Zimbabwe,0,1,4,0.003311258,0.004175365,1,4,16
2012,United Kingdom,Afghanistan,0,0,1,0,0.001041667,0,1,6
2012,United Kingdom,Algeria,0,1,1,0.00330033,0.001041667,1,2.75,39
2012,United Kingdom,Argentina,0,1,4,0.00330033,0.004166667,1.25,5,148
2012,United Kingdom,Armenia,0,0,2,0,0.002083333,0.25,2.5,31
2012,United Kingdom,Australia,0,8,35,0.02640264,0.036458333,13.75,47.25,514
2012,United Kingdom,Azerbaijan,0,2,9,0.00660066,0.009375,1.5,5.75,59
2012,United Kingdom,Bahamas,0,1,1,0.00330033,0.001041667,1,2,29
2012,United Kingdom,Bahrain,0,1,1,0.00330033,0.001041667,1,1,14
2012,United Kingdom,Belarus,0,2,10,0.00660066,0.010416667,2.5,13.5,185
2012,United Kingdom,Belgium,0,0,3,0,0.003125,0.75,3.25,142
2012,United Kingdom,Botswana,0,0,1,0,0.001041667,0,1,4
2012,United Kingdom,Brazil,0,3,17,0.00990099,0.017708333,2.75,14,306
2012,United Kingdom,Bulgaria,0,0,3,0,0.003125,2,8.25,75
2012,United Kingdom,Cameroon,0,0,1,0,0.001041667,0.75,1,32
2012,United Kingdom,Canada,0,2,18,0.00660066,0.01875,2.75,16,354
2012,United Kingdom,China,0,39,92,0.128712871,0.095833333,36.75,78.25,479
2012,United Kingdom,Chinese Taipei,0,1,2,0.00330033,0.002083333,1,4,55
2012,United Kingdom,Colombia,0,1,9,0.00330033,0.009375,0.5,3.75,120
2012,United Kingdom,Croatia,0,3,6,0.00990099,0.00625,1.25,4.5,118
2012,United Kingdom,Cuba,0,5,15,0.01650165,0.015625,7,25.25,118
2012,United Kingdom,Cyprus,0,0,1,0,0.001041667,0,1,13
2012,United Kingdom,Czech Republic,0,4,11,0.01320132,0.011458333,2.5,8.75,159
2012,United Kingdom,Denmark,0,2,9,0.00660066,0.009375,2,7.5,149
2012,United Kingdom,Dominican Republic,0,1,2,0.00330033,0.002083333,0.75,1.5,36
2012,United Kingdom,Egypt,0,0,4,0,0.004166667,0.25,3,132
2012,United Kingdom,Estonia,0,0,2,0,0.002083333,0.5,2.5,36
2012,United Kingdom,Ethiopia,0,3,8,0.00990099,0.008333333,3.25,7.5,34
2012,United Kingdom,Finland,0,0,3,0,0.003125,0.75,3.25,69
2012,United Kingdom,France,0,11,35,0.03630363,0.036458333,10.5,37.25,426
2012,United Kingdom,Gabon,0,0,1,0,0.001041667,0,1,21
2012,United Kingdom,Georgia,0,1,6,0.00330033,0.00625,1.5,5.75,36
2012,United Kingdom,Germany,0,11,44,0.03630363,0.045833333,13.25,47.5,510
2012,United Kingdom,Great Britain,0,29,65,0.095709571,0.067708333,17,43.5,684
2012,United Kingdom,Greece,0,0,2,0,0.002083333,2.5,8.5,115
2012,United Kingdom,Grenada,0,1,1,0.00330033,0.001041667,1,1,8
2012,United Kingdom,Guatemala,0,0,1,0,0.001041667,0,1,24
2012,United Kingdom,Hong Kong,0,0,1,0,0.001041667,0,1,55
2012,United Kingdom,Hungary,0,8,18,0.02640264,0.01875,6.75,15.5,201
2012,United Kingdom,India,0,0,6,0,0.00625,0.25,2.75,95
2012,United Kingdom,Indonesia,0,0,3,0,0.003125,0.75,4.75,22
2012,United Kingdom,Iran,0,7,13,0.02310231,0.013541667,3.25,6.25,57
2012,United Kingdom,Ireland,0,1,6,0.00330033,0.00625,1,3.5,76
2012,United Kingdom,Italy,0,8,28,0.02640264,0.029166667,9.75,30.25,382
2012,United Kingdom,Jamaica,0,4,13,0.01320132,0.013541667,2.75,9.5,62
2012,United Kingdom,Japan,0,7,38,0.02310231,0.039583333,9.25,29.5,399
2012,United Kingdom,Kazakhstan,0,3,11,0.00990099,0.011458333,2.25,8.75,132
2012,United Kingdom,Kenya,0,2,13,0.00660066,0.013541667,2.75,10.75,51
2012,United Kingdom,Kuwait,0,0,1,0,0.001041667,0,1,12
2012,United Kingdom,Latvia,0,1,2,0.00330033,0.002083333,0.75,3,50
2012,United Kingdom,Lithuania,0,2,5,0.00660066,0.005208333,1.25,4.5,72
2012,United Kingdom,Malaysia,0,0,2,0,0.002083333,0,1.5,38
2012,United Kingdom,Mexico,0,1,8,0.00330033,0.008333333,1,5.5,119
2012,United Kingdom,Mongolia,0,0,5,0,0.005208333,0.5,2.75,32
2012,United Kingdom,Montenegro,0,0,1,0,0.001041667,0,1,34
2012,United Kingdom,Morocco,0,0,1,0,0.001041667,0.5,2.75,67
2012,United Kingdom,Netherlands,0,6,20,0.01980198,0.020833333,7.25,20.75,222
2012,United Kingdom,New Zealand,0,6,13,0.01980198,0.013541667,3.25,7.75,204
2012,United Kingdom,North Korea,0,4,6,0.01320132,0.00625,1.5,5.25,57
2012,United Kingdom,Norway,0,2,4,0.00660066,0.004166667,3.5,7.25,69
