NOC,country,Sport,gold_count,total_medals,athlete_count
FIN,Finland,Boxing,2,74,62
FIN,Finland,Canoeing,7,100,49
FIN,Finland,Cycling,0,123,50
FIN,Finland,Cycling Mountain Bike,0,1,1
FIN,Finland,Cycling Road,0,2,1
FIN,Finland,Diving,0,49,25
FIN,Finland,Equestrian,0,10,6
FIN,Finland,Equestrianism,0,57,29
FIN,Finland,Fencing,0,61,30
FIN,Finland,Figure Skating,2,3,3
FIN,Finland,Football,0,51,51
FIN,Finland,Golf,0,12,11
FIN,Finland,Gymnastics,15,714,111
FIN,Finland,Hockey,0,11,11
FIN,Finland,Judo,0,29,24
FIN,Finland,Modern Pentathlon,0,68,29
FIN,Finland,Rhythmic Gymnastics,0,4,4
FIN,Finland,Rowing,3,93,69
FIN,Finland,Sailing,3,189,142
FIN,Finland,Shooting,4,354,133
FIN,Finland,Skateboarding,0,2,2
FIN,Finland,Swimming,0,247,79
FIN,Finland,Synchronized Swimming,0,1,1
FIN,Finland,Table Tennis,0,1,1
FIN,Finland,Taekwondo,0,5,4
FIN,Finland,Tennis,0,11,5
FIN,Finland,Weightlifting,1,65,38
FIN,Finland,Wrestling,27,278,172
FRA,France,3x3 Basketball,0,12,11
FRA,France,Archery,7,174,75
FRA,France,Art Competitions,6,366,180
FRA,France,Artistic Gymnastics,0,67,10
FRA,France,Artistic Swimming,0,13,9
FRA,France,Athletics,14,1672,960
FRA,France,Badminton,0,34,22
FRA,France,Basketball,0,195,159
FRA,France,Beach Volleyball,0,18,15
FRA,France,Boxing,6,185,166
FRA,France,Breaking,0,4,4
FRA,France,Canoe Slalom,1,12,8
FRA,France,Canoe Sprint,0,25,11
FRA,France,Canoeing,10,280,161
FRA,France,Cricket,0,3,3
FRA,France,Croquet,4,19,10
FRA,France,Cycling,69,679,370
FRA,France,Cycling BMX Freestyle,0,3,2
FRA,France,Cycling BMX Racing,1,11,7
FRA,France,Cycling Mountain Bike,1,8,4
FRA,France,Cycling Road,0,17,11
FRA,France,"Cycling Road, Cycling Track",0,2,1
FRA,France,Cycling Track,1,61,19
FRA,France,Diving,0,93,58
FRA,France,Equestrian,0,43,19
FRA,France,Equestrianism,32,463,192
FRA,France,Fencing,135,1054,483
FRA,France,Figure Skating,0,2,2
FRA,France,Football,16,274,252
FRA,France,Golf,0,19,17
FRA,France,Gymnastics,5,1576,357
FRA,France,Handball,62,246,139
FRA,France,Hockey,0,170,143
FRA,France,Ice Hockey,0,7,7
FRA,France,Judo,41,187,108
FRA,France,Karate,1,3,3
FRA,France,Marathon Swimming,0,7,6
FRA,France,Modern Pentathlon,0,101,48
FRA,France,Motorboating,1,1,1
FRA,France,Polo,0,13,12
FRA,France,Rhythmic Gymnastics,0,26,25
FRA,France,Rowing,22,555,394
FRA,France,Rugby,15,49,48
FRA,France,Rugby Sevens,13,63,52
FRA,France,Sailing,30,511,290
FRA,France,Shooting,13,633,228
FRA,France,Skateboarding,0,12,10
FRA,France,Sport Climbing,0,11,10
FRA,France,Surfing,1,8,7
FRA,France,Swimming,17,1014,384
FRA,France,Synchronized Swimming,0,41,24
FRA,France,Table Tennis,0,68,22
FRA,France,Taekwondo,1,20,15
FRA,France,Tennis,12,212,83
FRA,France,Trampoline Gymnastics,0,4,3
FRA,France,Trampolining,0,6,4
FRA,France,Triathlon,1,42,24
FRA,France,Tug-Of-War,0,5,5
FRA,France,Volleyball,25,84,67
FRA,France,Water Polo,7,151,135
FRA,France,Weightlifting,9,137,93
FRA,France,Wrestling,4,201,135
FRG,East Germany,Archery,0,24,16
FRG,East Germany,Athletics,15,392,240
FRG,East Germany,Basketball,0,24,24
FRG,East Germany,Boxing,1,37,30
FRG,East Germany,Canoeing,3,104,68
FRG,East Germany,Cycling,11,93,66
FRG,East Germany,Diving,0,39,22
FRG,East Germany,Equestrianism,29,107,41
FRG,East Germany,Fencing,23,153,65
FRG,East Germany,Football,0,51,48
FRG,East Germany,Gymnastics,0,394,47
FRG,East Germany,Handball,0,58,58
FRG,East Germany,Hockey,18,115,79
FRG,East Germany,Judo,1,26,18
FRG,East Germany,Modern Pentathlon,0,30,13
FRG,East Germany,Rhythmic Gymnastics,0,4,4
FRG,East Germany,Rowing,28,178,144
FRG,East Germany,Sailing,4,64,50
FRG,East Germany,Shooting,4,81,59
FRG,East Germany,Swimming,3,356,116
FRG,East Germany,Synchronized Swimming,0,10,5
FRG,East Germany,Table Tennis,0,10,6
FRG,East Germany,Tennis,1,9,5
FRG,East Germany,Volleyball,0,34,34
FRG,East Germany,Water Polo,0,58,37
FRG,East Germany,Weightlifting,2,31,22
FRG,East Germany,Wrestling,1,76,56
FSM,Federated States of Micronesia,Athletics,0,12,10
FSM,Federated States of Micronesia,Boxing,0,1,1
FSM,Federated States of Micronesia,Swimming,0,14,9
FSM,Federated States of Micronesia,Weightlifting,0,4,1
FSM,Federated States of Micronesia,Wrestling,0,1,1
GAB,Gabon,Athletics,0,24,13
GAB,Gabon,Boxing,0,12,12
GAB,Gabon,Football,0,15,15
GAB,Gabon,Judo,0,12,9
GAB,Gabon,Swimming,0,5,5
GAB,Gabon,Taekwondo,0,5,4
GAM,The Gambia,Athletics,0,57,31
GAM,The Gambia,Boxing,0,1,1
GAM,The Gambia,Judo,0,3,1
GAM,The Gambia,Swimming,0,4,4
GAM,The Gambia,Taekwondo,0,1,1
GAM,The Gambia,Wrestling,0,3,3
GBR,Great Britain,Archery,2,161,85
GBR,Great Britain,Art Competitions,3,339,150
GBR,Great Britain,Artistic Gymnastics,1,131,15
GBR,Great Britain,Artistic Swimming,0,4,2
GBR,Great Britain,Athletics,79,2436,1344
GBR,Great Britain,Badminton,0,94,46
GBR,Great Britain,Basketball,0,37,37
GBR,Great Britain,Beach Volleyball,0,6,6
GBR,Great Britain,Boxing,20,241,231
GBR,Great Britain,Canoe Slalom,0,12,5
GBR,Great Britain,Canoe Sprint,0,6,4
GBR,Great Britain,Canoeing,6,262,143
GBR,Great Britain,Cricket,12,21,21
GBR,Great Britain,Cycling,59,634,312
GBR,Great Britain,Cycling BMX Freestyle,1,4,4
GBR,Great Britain,Cycling BMX Racing,1,6,4
GBR,Great Britain,Cycling Mountain Bike,1,5,4
GBR,Great Britain,Cycling Road,0,17,11
GBR,Great Britain,"Cycling Road, Cycling Mountain Bike",0,2,1
GBR,Great Britain,Cycling Track,8,73,27
GBR,Great Britain,Diving,4,253,136
GBR,Great Britain,Equestrian,13,45,16
GBR,Great Britain,Equestrianism,26,378,112
GBR,Great Britain,Fencing,1,591,193
GBR,Great Britain,Figure Skating,1,21,16
GBR,Great Britain,Football,36,183,171
GBR,Great Britain,Golf,1,19,17
GBR,Great Britain,Gymnastics,2,1127,243
GBR,Great Britain,Handball,0,28,28
GBR,Great Britain,Hockey,57,492,356
GBR,Great Britain,Jeu De Paume,0,9,9
GBR,Great Britain,Judo,0,122,80
GBR,Great Britain,Lacrosse,0,12,12
GBR,Great Britain,Marathon Swimming,0,5,5
GBR,Great Britain,Modern Pentathlon,6,114,57
GBR,Great Britain,Motorboating,6,16,13
GBR,Great Britain,Polo,11,30,26
GBR,Great Britain,Racquets,3,12,7
GBR,Great Britain,Rhythmic Gymnastics,0,13,13
GBR,Great Britain,Rowing,124,791,558
GBR,Great Britain,Rugby,0,30,30
GBR,Great Britain,Rugby Sevens,0,64,57
GBR,Great Britain,Sailing,77,364,259
GBR,Great Britain,Shooting,30,489,224
GBR,Great Britain,Skateboarding,0,5,4
GBR,Great Britain,Sport Climbing,1,5,5
GBR,Great Britain,Swimming,41,1426,532
GBR,Great Britain,Synchronized Swimming,0,30,18
GBR,Great Britain,Table Tennis,0,39,18
GBR,Great Britain,Taekwondo,2,26,16
GBR,Great Britain,Tennis,25,208,84
GBR,Great Britain,Trampoline Gymnastics,1,5,4
GBR,Great Britain,Trampolining,0,9,8
GBR,Great Britain,Triathlon,8,44,26
GBR,Great Britain,Tug-Of-War,16,40,30
GBR,Great Britain,Volleyball,0,24,24
GBR,Great Britain,Water Polo,27,107,84
GBR,Great Britain,Weightlifting,1,133,94
GBR,Great Britain,Wrestling,3,198,140
GBS,Guinea-Bissau,Athletics,0,14,9
GBS,Guinea-Bissau,Judo,0,3,3
GBS,Guinea-Bissau,Swimming,0,1,1
GBS,Guinea-Bissau,Taekwondo,0,1,1
GBS,Guinea-Bissau,Wrestling,0,12,7
GDR,West Germany,Athletics,50,366,237
GDR,West Germany,Boxing,5,45,35
GDR,West Germany,Canoeing,24,99,70
GDR,West Germany,Cycling,9,74,51
GDR,West Germany,Diving,2,43,23
GDR,West Germany,Equestrianism,0,28,11
GDR,West Germany,Fencing,0,50,27
GDR,West Germany,Football,17,51,46
GDR,West Germany,Gymnastics,6,420,50
GDR,West Germany,Handball,14,71,60
GDR,West Germany,Hockey,0,14,14
GDR,West Germany,Judo,1,21,15
GDR,West Germany,Modern Pentathlon,0,6,3
GDR,West Germany,Rowing,139,205,163
GDR,West Germany,Sailing,4,47,35
GDR,West Germany,Shooting,3,71,40
GDR,West Germany,Swimming,62,334,121
GDR,West Germany,Volleyball,0,60,49
GDR,West Germany,Water Polo,0,11,11
GDR,West Germany,Weightlifting,1,31,25
GDR,West Germany,Wrestling,2,57,44
GEO,Georgia,Archery,0,18,5
GEO,Georgia,Athletics,0,24,19
GEO,Georgia,Beach Volleyball,0,4,4
GEO,Georgia,Boxing,0,16,15
GEO,Georgia,Canoeing,0,1,1
GEO,Georgia,Cycling,0,1,1
GEO,Georgia,Diving,0,3,3
GEO,Georgia,Fencing,0,4,2
GEO,Georgia,Gymnastics,0,24,1
GEO,Georgia,Judo,5,69,40
GEO,Georgia,Karate,0,1,1
GEO,Georgia,Modern Pentathlon,0,1,1
GEO,Georgia,Rhythmic Gymnastics,0,4,3
GEO,Georgia,Sailing,0,2,2
GEO,Georgia,Shooting,0,23,5
GEO,Georgia,Swimming,0,11,10
GEO,Georgia,Tennis,0,5,3
GEO,Georgia,Trampoline Gymnastics,0,1,1
GEO,Georgia,Trampolining,0,5,2
GEO,Georgia,Weightlifting,4,23,16
GEO,Georgia,Wrestling,4,81,56
GEQ,Equatorial Guinea,Athletics,0,41,27
GEQ,Equatorial Guinea,Judo,0,1,1
GEQ,Equatorial Guinea,Swimming,0,4,4
GER,Germany,3x3 Basketball,4,4,4
GER,Germany,Alpinism,2,2,2
GER,Germany,Archery,0,56,21
GER,Germany,Art Competitions,9,356,191
GER,Germany,Artistic Gymnastics,0,114,11
GER,Germany,Athletics,27,1457,887
GER,Germany,Badminton,0,60,29
GER,Germany,Basketball,0,70,63
GER,Germany,Beach Volleyball,4,54,37
GER,Germany,Boxing,5,114,103
GER,Germany,Canoe Slalom,1,12,7
GER,Germany,Canoe Sprint,10,51,28
GER,Germany,Canoeing,77,281,147
GER,Germany,Cycling,33,416,191
GER,Germany,Cycling BMX Freestyle,0,2,2
GER,Germany,Cycling BMX Racing,0,4,4
GER,Germany,Cycling Mountain Bike,0,7,7
GER,Germany,Cycling Road,0,19,12
GER,Germany,"Cycling Road, Cycling Track",0,2,1
GER,Germany,Cycling Track,6,77,27
GER,Germany,Diving,6,183,86
GER,Germany,Equestrian,13,45,19
GER,Germany,Equestrianism,77,301,103
GER,Germany,Fencing,19,399,141
GER,Germany,Figure Skating,2,3,3
GER,Germany,Football,18,232,203
GER,Germany,Golf,0,12,11
GER,Germany,Gymnastics,46,994,167
GER,Germany,Handball,22,206,162
GER,Germany,Hockey,65,402,272
GER,Germany,Judo,3,133,81
GER,Germany,Karate,0,4,4
GER,Germany,Marathon Swimming,1,5,4
GER,Germany,"Marathon Swimming, Swimming",0,8,3
GER,Germany,Modern Pentathlon,2,59,35
GER,Germany,Polo,0,4,4
GER,Germany,Rhythmic Gymnastics,1,38,37
GER,Germany,Rowing,106,573,420
GER,Germany,Rugby,0,15,15
GER,Germany,Sailing,10,205,160
GER,Germany,Shooting,11,289,133
GER,Germany,Skateboarding,0,4,2
GER,Germany,Sport Climbing,0,5,4
GER,Germany,Surfing,0,3,3
GER,Germany,Swimming,18,821,314
GER,Germany,Synchronized Swimming,0,4,2
GER,Germany,Table Tennis,0,98,28
GER,Germany,Taekwondo,0,13,11
GER,Germany,Tennis,6,117,47
GER,Germany,Trampoline Gymnastics,0,1,1
GER,Germany,Trampolining,1,9,4
GER,Germany,Triathlon,1,37,22
GER,Germany,Tug-Of-War,8,9,9
GER,Germany,Volleyball,0,73,57
GER,Germany,Water Polo,8,123,96
GER,Germany,Weightlifting,6,99,74
GER,Germany,Wrestling,6,182,133
GHA,Ghana,Athletics,0,208,107
GHA,Ghana,Boxing,0,59,53
GHA,Ghana,Football,0,98,88
GHA,Ghana,Judo,0,3,3
GHA,Ghana,Swimming,0,6,6
GHA,Ghana,Table Tennis,0,8,5
GHA,Ghana,Weightlifting,0,3,2
GRE,Greece,Archery,0,18,6
GRE,Greece,Art Competitions,1,9,7
GRE,Greece,Artistic Gymnastics,0,3,1
GRE,Greece,Artistic Swimming,0,12,9
GRE,Greece,Athletics,10,703,393
GRE,Greece,Badminton,0,2,2
GRE,Greece,Baseball,0,23,23
GRE,Greece,Basketball,0,72,64
GRE,Greece,Beach Volleyball,0,14,7
GRE,Greece,Boxing,0,33,27
GRE,Greece,Canoeing,0,15,6
GRE,Greece,Cycling,1,82,41
GRE,Greece,Cycling Mountain Bike,0,1,1
GRE,Greece,Cycling Road,0,2,2
GRE,Greece,Cycling Track,0,1,1
GRE,Greece,Diving,2,26,14
GRE,Greece,Equestrian,0,1,1
GRE,Greece,Equestrianism,0,12,7
GRE,Greece,Fencing,3,151,60
GRE,Greece,Football,0,78,78
GRE,Greece,Golf,0,1,1
GRE,Greece,Gymnastics,6,139,45
GRE,Greece,Handball,0,30,30
GRE,Greece,Judo,1,28,20
GRE,Greece,Marathon Swimming,0,2,2
GRE,Greece,Modern Pentathlon,0,5,4
GRE,Greece,Rhythmic Gymnastics,0,40,37
GRE,Greece,Rowing,18,205,173
GRE,Greece,Sailing,6,153,90
GRE,Greece,Shooting,6,399,119
GRE,Greece,Softball,0,14,14
GRE,Greece,Swimming,1,297,117
GRE,Greece,Synchronized Swimming,0,20,14
GRE,Greece,Table Tennis,0,23,5
GRE,Greece,Taekwondo,1,12,6
GRE,Greece,Tennis,1,81,37
GRE,Greece,Trampolining,0,1,1
GRE,Greece,Triathlon,0,3,2
GRE,Greece,Tug-Of-War,0,13,13
GRE,Greece,Volleyball,0,24,24
GRE,Greece,Water Polo,0,239,140
GRE,Greece,Weightlifting,7,84,54
GRE,Greece,Wrestling,1,148,96
GRN,Grenada,Athletics,1,46,32
GRN,Grenada,Boxing,0,9,8
GRN,Grenada,Swimming,0,10,10
GRN,Grenada,Taekwondo,0,1,1
GUA,Guatemala,Art Competitions,0,1,1
GUA,Guatemala,Athletics,0,90,54
GUA,Guatemala,Badminton,0,8,5
GUA,Guatemala,Boxing,0,7,7
GUA,Guatemala,Canoeing,0,1,1
GUA,Guatemala,Cycling,0,35,24
GUA,Guatemala,Cycling Road,0,1,1
GUA,Guatemala,Equestrianism,0,6,4
GUA,Guatemala,Fencing,0,7,4
GUA,Guatemala,Football,0,53,49
GUA,Guatemala,Gymnastics,0,18,3
GUA,Guatemala,Judo,0,7,7
GUA,Guatemala,Modern Pentathlon,0,9,9
GUA,Guatemala,Rowing,0,5,4
GUA,Guatemala,Sailing,0,12,8
GUA,Guatemala,Shooting,1,58,32
GUA,Guatemala,Swimming,0,89,26
GUA,Guatemala,Taekwondo,0,5,4
GUA,Guatemala,Weightlifting,0,14,12
GUA,Guatemala,Wrestling,0,24,14
GUI,Guinea,Archery,0,1,1
GUI,Guinea,Athletics,0,31,20
GUI,Guinea,Boxing,0,7,6
GUI,Guinea,Football,0,34,33
GUI,Guinea,Judo,0,14,13
GUI,Guinea,Swimming,0,12,12
GUI,Guinea,Taekwondo,0,1,1
GUI,Guinea,Wrestling,0,3,3
GUM,Guam,Archery,0,1,1
GUM,Guam,Athletics,0,23,21
GUM,Guam,Boxing,0,1,1
GUM,Guam,Canoe Sprint,0,2,1
GUM,Guam,Canoeing,0,2,1
GUM,Guam,Cycling,0,18,8
GUM,Guam,Judo,0,9,8
GUM,Guam,Sailing,0,8,5
GUM,Guam,Swimming,0,46,17
GUM,Guam,Triathlon,0,1,1
GUM,Guam,Weightlifting,0,5,5
GUM,Guam,Wrestling,0,9,6
GUY,Guyana,Athletics,0,58,36
GUY,Guyana,Boxing,0,19,19
GUY,Guyana,Cycling,0,16,9
GUY,Guyana,Judo,0,1,1
GUY,Guyana,Swimming,0,10,9
GUY,Guyana,Table Tennis,0,2,1
GUY,Guyana,Weightlifting,0,8,8
HAI,Haiti,Art Competitions,0,1,1
HAI,Haiti,Artistic Gymnastics,0,6,1
HAI,Haiti,Athletics,0,62,39
HAI,Haiti,Boxing,0,8,8
HAI,Haiti,Fencing,0,5,4
HAI,Haiti,Judo,0,16,14
HAI,Haiti,Rugby,1,1,1
HAI,Haiti,Shooting,0,9,5
HAI,Haiti,Swimming,0,7,7
HAI,Haiti,Taekwondo,0,3,3
HAI,Haiti,Tennis,0,3,2
HAI,Haiti,Weightlifting,0,2,2
HAI,Haiti,Wrestling,0,1,1
HKG,Hong Kong,Archery,0,11,10
HKG,Hong Kong,Artistic Gymnastics,0,3,1
HKG,Hong Kong,Athletics,0,39,29
HKG,Hong Kong,Badminton,0,46,29
HKG,Hong Kong,Boxing,0,2,2
HKG,Hong Kong,Canoeing,0,27,13
HKG,Hong Kong,Cycling,0,54,25
HKG,Hong Kong,Cycling Road,0,2,2
HKG,Hong Kong,"Cycling Road, Cycling Track",0,2,1
HKG,Hong Kong,Cycling Track,0,8,5
HKG,Hong Kong,Diving,0,7,6
HKG,Hong Kong,Equestrian,0,1,1
HKG,Hong Kong,Equestrianism,0,6,3
HKG,Hong Kong,Fencing,3,86,40
HKG,Hong Kong,Golf,0,2,2
HKG,Hong Kong,Gymnastics,0,9,2
HKG,Hong Kong,Hockey,0,17,17
HKG,Hong Kong,Judo,0,18,14
HKG,Hong Kong,Karate,0,1,1
HKG,Hong Kong,Marathon Swimming,0,1,1
HKG,Hong Kong,Rowing,0,23,18
HKG,Hong Kong,Sailing,1,47,38
HKG,Hong Kong,Shooting,0,35,20
HKG,Hong Kong,Swimming,0,237,64
HKG,Hong Kong,Table Tennis,0,98,33
HKG,Hong Kong,Taekwondo,0,1,1
HKG,Hong Kong,Triathlon,0,5,4
HKG,Hong Kong,Weightlifting,0,1,1
HON,Honduras,Athletics,0,32,25
HON,Honduras,Boxing,0,6,5
HON,Honduras,Fencing,0,1,1
HON,Honduras,Football,0,90,88
HON,Honduras,Judo,0,8,8
HON,Honduras,Rowing,0,1,1
HON,Honduras,Shooting,0,1,1
HON,Honduras,Swimming,0,70,23
HON,Honduras,Table Tennis,0,1,1
HON,Honduras,Taekwondo,0,3,2
HON,Honduras,Weightlifting,0,3,2
HON,Honduras,Wrestling,0,2,2
HUN,Hungary,Archery,0,15,8
HUN,Hungary,Art Competitions,1,87,24
HUN,Hungary,Artistic Gymnastics,0,23,5
HUN,Hungary,Athletics,11,805,416
HUN,Hungary,Badminton,0,9,7
HUN,Hungary,Basketball,0,61,49
HUN,Hungary,Boxing,10,114,87
HUN,Hungary,Canoe Sprint,6,60,24
HUN,Hungary,Canoeing,52,306,143
HUN,Hungary,Cycling,0,121,65
HUN,Hungary,Cycling Mountain Bike,0,2,2
HUN,Hungary,Cycling Road,0,3,1
HUN,Hungary,"Cycling Road, Cycling Mountain Bike",0,2,1
HUN,Hungary,Diving,0,39,19
HUN,Hungary,Equestrian,0,1,1
HUN,Hungary,Equestrianism,0,84,42
HUN,Hungary,Fencing,108,674,209
HUN,Hungary,Football,46,132,125
HUN,Hungary,Gymnastics,20,1242,164
HUN,Hungary,Handball,0,256,195
HUN,Hungary,Hockey,0,15,15
HUN,Hungary,Judo,1,97,54
HUN,Hungary,Karate,0,1,1
HUN,Hungary,Marathon Swimming,1,4,3
HUN,Hungary,"Marathon Swimming, Swimming",0,2,1
HUN,Hungary,Modern Pentathlon,18,101,53
HUN,Hungary,Polo,0,5,5
HUN,Hungary,Rhythmic Gymnastics,0,9,5
HUN,Hungary,Rowing,0,196,139
HUN,Hungary,Sailing,0,83,62
HUN,Hungary,Shooting,7,320,119
HUN,Hungary,Swimming,39,816,268
HUN,Hungary,Synchronized Swimming,0,4,4
HUN,Hungary,Table Tennis,0,47,22
HUN,Hungary,Taekwondo,1,5,5
HUN,Hungary,Tennis,0,64,29
HUN,Hungary,Triathlon,0,23,15
HUN,Hungary,Volleyball,0,47,34
HUN,Hungary,Water Polo,107,356,185
HUN,Hungary,Weightlifting,2,100,70
HUN,Hungary,Wrestling,20,290,177
INA,Indonesia,Archery,0,56,26
INA,Indonesia,Artistic Gymnastics,0,2,1
INA,Indonesia,Athletics,0,47,31
INA,Indonesia,Badminton,13,118,75
INA,Indonesia,Beach Volleyball,0,4,4
INA,Indonesia,Boxing,0,21,18
INA,Indonesia,Canoeing,0,7,4
INA,Indonesia,Cycling,0,12,8
INA,Indonesia,Cycling Track,0,1,1
INA,Indonesia,Diving,0,4,4
INA,Indonesia,Fencing,0,11,10
INA,Indonesia,Football,0,13,13
INA,Indonesia,Judo,0,10,8
INA,Indonesia,Rowing,0,6,5
INA,Indonesia,Sailing,0,14,11
INA,Indonesia,Shooting,0,13,8
INA,Indonesia,Sport Climbing,1,4,4
INA,Indonesia,Surfing,0,2,1
INA,Indonesia,Swimming,0,47,24
INA,Indonesia,Table Tennis,0,11,5
INA,Indonesia,Taekwondo,0,3,2
INA,Indonesia,Tennis,0,18,9
INA,Indonesia,Weightlifting,1,57,43
INA,Indonesia,Wrestling,0,2,2
IND,India,Archery,0,79,27
IND,India,Art Competitions,0,2,2
IND,India,Artistic Gymnastics,0,5,1
IND,India,Athletics,1,330,216
IND,India,Badminton,0,38,25
IND,India,Basketball,0,12,12
IND,India,Boxing,0,71,60
IND,India,Cycling,0,40,18
IND,India,Diving,0,2,2
IND,India,Equestrian,0,2,2
IND,India,Equestrianism,0,10,6
IND,India,Fencing,0,1,1
IND,India,Football,0,51,42
IND,India,Golf,0,11,7
IND,India,Gymnastics,0,88,11
IND,India,Hockey,130,397,285
IND,India,Judo,0,17,16
IND,India,Rowing,0,13,12
IND,India,Sailing,0,18,14
IND,India,Shooting,1,161,77
IND,India,Swimming,0,43,29
IND,India,Table Tennis,0,42,20
IND,India,Tennis,0,56,24
IND,India,Water Polo,0,19,17
IND,India,Weightlifting,0,42,32
IND,India,Wrestling,0,117,89
IOA,Independent Olympic Athletes,Athletics,0,13,13
IOA,Independent Olympic Athletes,Boxing,0,1,1
IOA,Independent Olympic Athletes,Canoeing,0,7,5
IOA,Independent Olympic Athletes,Cycling,0,8,5
IOA,Independent Olympic Athletes,Fencing,0,2,2
IOA,Independent Olympic Athletes,Judo,0,5,5
IOA,Independent Olympic Athletes,Rhythmic Gymnastics,0,2,2
IOA,Independent Olympic Athletes,Rowing,0,2,2
IOA,Independent Olympic Athletes,Sailing,0,1,1
IOA,Independent Olympic Athletes,Shooting,1,19,14
IOA,Independent Olympic Athletes,Swimming,0,10,6
IOA,Independent Olympic Athletes,Synchronized Swimming,0,5,3
IOA,Independent Olympic Athletes,Table Tennis,0,7,5
IOA,Independent Olympic Athletes,Tennis,0,1,1
IOA,Independent Olympic Athletes,Weightlifting,0,1,1
IOA,Independent Olympic Athletes,Wrestling,0,9,9
IRI,Iran,Archery,0,7,7
IRI,Iran,Artistic Gymnastics,0,2,1
IRI,Iran,Athletics,0,66,43
IRI,Iran,Badminton,0,2,2
IRI,Iran,Basketball,0,37,36
IRI,Iran,Boxing,0,57,51
IRI,Iran,Canoe Sprint,0,3,3
IRI,Iran,Canoeing,0,6,4
IRI,Iran,Cycling,0,70,36
IRI,Iran,Cycling Road,0,3,2
IRI,Iran,Diving,0,1,1
IRI,Iran,Equestrianism,0,1,1
IRI,Iran,Fencing,0,70,26
IRI,Iran,Football,0,48,45
IRI,Iran,Gymnastics,0,12,2
IRI,Iran,Judo,0,18,14
IRI,Iran,Karate,1,3,3
IRI,Iran,Rowing,0,9,7
IRI,Iran,Shooting,1,51,28
IRI,Iran,Sport Climbing,0,1,1
IRI,Iran,Swimming,0,8,8
IRI,Iran,Table Tennis,0,13,8
IRI,Iran,Taekwondo,3,21,18
IRI,Iran,Volleyball,0,24,22
IRI,Iran,Water Polo,0,11,11
IRI,Iran,Weightlifting,7,78,56
IRI,Iran,Wrestling,12,212,152
IRL,Ireland,Archery,0,11,7
IRL,Ireland,Art Competitions,0,42,31
IRL,Ireland,Artistic Gymnastics,1,8,2
IRL,Ireland,Athletics,4,360,223
IRL,Ireland,Badminton,0,10,5
IRL,Ireland,Basketball,0,13,13
IRL,Ireland,Boxing,4,141,119
IRL,Ireland,Canoe Slalom,0,8,4
IRL,Ireland,Canoeing,0,48,20
IRL,Ireland,Cycling,0,73,47
IRL,Ireland,Cycling Road,0,8,6
IRL,Ireland,Cycling Track,0,21,11
IRL,Ireland,Diving,0,6,5
IRL,Ireland,Equestrian,0,32,13
IRL,Ireland,Equestrianism,0,183,76
IRL,Ireland,Fencing,0,53,17
IRL,Ireland,Football,0,23,23
IRL,Ireland,Golf,0,12,6
IRL,Ireland,Gymnastics,0,18,3
IRL,Ireland,Hockey,0,51,49
IRL,Ireland,Judo,0,18,16
IRL,Ireland,"Marathon Swimming, Swimming",0,3,1
IRL,Ireland,Modern Pentathlon,0,11,5
IRL,Ireland,Rowing,4,95,71
IRL,Ireland,Rugby Sevens,0,41,33
IRL,Ireland,Sailing,0,93,63
IRL,Ireland,Shooting,0,26,16
IRL,Ireland,Swimming,3,155,55
IRL,Ireland,Taekwondo,0,2,1
IRL,Ireland,Tennis,0,19,7
IRL,Ireland,Triathlon,0,7,6
IRL,Ireland,Water Polo,0,14,12
IRL,Ireland,Weightlifting,0,3,3
IRL,Ireland,Wrestling,0,9,6
IRQ,Iraq,Archery,0,1,1
IRQ,Iraq,Athletics,0,52,32
IRQ,Iraq,Basketball,0,10,10
IRQ,Iraq,Boxing,0,22,19
IRQ,Iraq,Cycling,0,3,3
IRQ,Iraq,Football,0,99,92
IRQ,Iraq,Judo,0,3,3
IRQ,Iraq,Rowing,0,4,4
IRQ,Iraq,Shooting,0,4,3
IRQ,Iraq,Swimming,0,5,5
IRQ,Iraq,Table Tennis,0,1,1
IRQ,Iraq,Taekwondo,0,1,1
IRQ,Iraq,Weightlifting,0,30,25
IRQ,Iraq,Wrestling,0,23,19
ISL,Iceland,Art Competitions,0,1,1
ISL,Iceland,Athletics,0,119,66
ISL,Iceland,Badminton,0,8,4
ISL,Iceland,Gymnastics,0,25,2
ISL,Iceland,Handball,0,102,71
ISL,Iceland,Judo,0,15,9
ISL,Iceland,Sailing,0,6,4
ISL,Iceland,Shooting,0,6,5
ISL,Iceland,Swimming,0,138,51
ISL,Iceland,Triathlon,0,1,1
ISL,Iceland,Water Polo,0,8,8
ISL,Iceland,Weightlifting,0,7,5
ISL,Iceland,Wrestling,0,2,2
ISR,Israel,Archery,0,5,3
ISR,Israel,Artistic Gymnastics,1,17,3
ISR,Israel,Artistic Swimming,0,4,3
ISR,Israel,Athletics,0,101,65
ISR,Israel,Badminton,0,5,2
ISR,Israel,Baseball/Softball,0,24,24
ISR,Israel,Basketball,0,12,12
ISR,Israel,Boxing,0,5,5
ISR,Israel,Canoeing,0,15,6
ISR,Israel,Cycling,0,4,4
ISR,Israel,Cycling Mountain Bike,0,2,2
ISR,Israel,Cycling Road,0,4,3
ISR,Israel,Cycling Track,0,2,1
ISR,Israel,Diving,0,3,1
ISR,Israel,Equestrian,0,13,7
ISR,Israel,Fencing,0,22,14
ISR,Israel,Football,0,51,51
ISR,Israel,Golf,0,1,1
