NOC,Year,isHost,Gold,Total,gold_ratio,total_ratio,Avg_X_Gold,Avg_X_Total,AthletesCount,CountryNum,MedalCounts,Frequency,AvgMedalCounts
Botswana,2012,0,0,1,0,0.001041667,0,1,4,16,4,12,0.333333333
Botswana,2020,0,0,1,0,0.000925926,0,1,16,16,4,12,0.333333333
Botswana,2024,0,1,2,0.00304878,0.001924928,1,2,19,16,4,12,0.333333333
Ivory Coast,1984,0,0,1,0,0.001453488,0,1,18,68,5,15,0.333333333
Ivory Coast,2016,0,1,2,0.003267974,0.002057613,1,2,15,68,5,15,0.333333333
Ivory Coast,2020,0,0,1,0,0.000925926,0,1,32,68,5,15,0.333333333
Ivory Coast,2024,0,0,1,0,0.000962464,0.25,1.25,18,68,5,15,0.333333333
Jordan,2016,0,1,1,0.003267974,0.001028807,1,1,8,71,4,12,0.333333333
Jordan,2020,0,0,2,0,0.001851852,0,2,15,71,4,12,0.333333333
Jordan,2024,0,0,1,0,0.000962464,0,1,13,71,4,12,0.333333333
Singapore,1960,0,0,1,0,0.002169197,0,1,5,114,6,18,0.333333333
Singapore,2008,0,0,1,0,0.001043841,0,1,36,114,6,18,0.333333333
Singapore,2012,0,0,2,0,0.002083333,0,2,36,114,6,18,0.333333333
Singapore,2016,0,1,1,0.003267974,0.001028807,0.25,1.25,32,114,6,18,0.333333333
Singapore,2024,0,0,1,0,0.000962464,0.25,1.25,32,114,6,18,0.333333333
Cameroon,1968,0,0,1,0,0.001897533,0,1,5,22,6,16,0.375
Cameroon,1984,0,0,1,0,0.001453488,0,1,56,22,6,16,0.375
Cameroon,2000,0,1,1,0.003333333,0.001078749,1,1,39,22,6,16,0.375
Cameroon,2004,0,1,1,0.003322259,0.001079914,0.5,1,19,22,6,16,0.375
Cameroon,2008,0,1,1,0.003311258,0.001043841,0.75,1,32,22,6,16,0.375
Cameroon,2012,0,0,1,0,0.001041667,0.75,1,32,22,6,16,0.375
Uruguay,1924,0,1,1,0.007936508,0.002645503,1,1,40,140,10,23,0.434782609
Uruguay,1928,0,1,1,0.009090909,0.003058104,1,1,17,140,10,23,0.434782609
Uruguay,1932,0,0,1,0,0.002702703,0,1,6,140,10,23,0.434782609
Uruguay,1948,0,0,2,0,0.00486618,0.5,1.25,79,140,10,23,0.434782609
Uruguay,1952,0,0,2,0,0.004357298,0.25,1.5,42,140,10,23,0.434782609
Uruguay,1956,0,0,1,0,0.002132196,0,1.5,29,140,10,23,0.434782609
Uruguay,1964,0,0,1,0,0.001984127,0,1.5,29,140,10,23,0.434782609
Uruguay,2000,0,0,1,0,0.001078749,0,1.25,17,140,10,23,0.434782609
Grenada,2012,0,1,1,0.00330033,0.001041667,1,1,8,53,5,11,0.454545455
Grenada,2016,0,0,1,0,0.001028807,0,1,6,53,5,11,0.454545455
Grenada,2020,0,0,1,0,0.000925926,0,1,6,53,5,11,0.454545455
Grenada,2024,0,0,2,0,0.001924928,0.25,1.25,6,53,5,11,0.454545455
Vietnam,2000,0,0,1,0,0.001078749,0,1,7,143,5,11,0.454545455
Vietnam,2008,0,0,1,0,0.001043841,0,1,18,143,5,11,0.454545455
Vietnam,2012,0,0,1,0,0.001041667,0,1,24,143,5,11,0.454545455
Vietnam,2016,0,1,2,0.003267974,0.002057613,0.25,1.25,28,143,5,11,0.454545455
Independent Olympic Athletes,2016,0,1,2,0.003267974,0.002057613,1,2,9,60,2,4,0.5
Zimbabwe,1980,0,1,1,0.004901961,0.001584786,1,1,52,147,8,15,0.533333333
Zimbabwe,2004,0,1,3,0.003322259,0.003239741,1,3,14,147,8,15,0.533333333
Zimbabwe,2008,0,1,4,0.003311258,0.004175365,1,4,16,147,8,15,0.533333333
Namibia,1992,0,0,2,0,0.002453988,0,2,10,88,5,9,0.555555556
Namibia,1996,0,0,2,0,0.002375297,0,2,10,88,5,9,0.555555556
Namibia,2020,0,0,1,0,0.000925926,0,1,11,88,5,9,0.555555556
Pakistan,1956,0,0,1,0,0.002132196,0,1,79,96,11,19,0.578947368
Pakistan,1960,0,1,2,0.006578947,0.004338395,1,2,53,96,11,19,0.578947368
Pakistan,1964,0,0,1,0,0.001984127,0,1,47,96,11,19,0.578947368
Pakistan,1968,0,1,1,0.005747126,0.001897533,0.5,1.25,15,96,11,19,0.578947368
Pakistan,1972,0,0,1,0,0.001666667,0.5,1.25,26,96,11,19,0.578947368
Pakistan,1976,0,0,1,0,0.001631321,0.25,1,24,96,11,19,0.578947368
Pakistan,1984,0,1,1,0.004424779,0.001453488,0.5,1,33,96,11,19,0.578947368
Pakistan,1988,0,0,1,0,0.00135318,0.25,1,33,96,11,19,0.578947368
Pakistan,1992,0,0,1,0,0.001226994,0.25,1,28,96,11,19,0.578947368
Pakistan,2024,0,1,1,0.00304878,0.000962464,0.5,1,10,96,11,19,0.578947368
Puerto Rico,1948,0,0,1,0,0.00243309,0,1,9,103,12,20,0.6
Puerto Rico,1976,0,0,1,0,0.001631321,0,1,112,103,12,20,0.6
Puerto Rico,1984,0,0,2,0,0.002906977,0,2,58,103,12,20,0.6
Puerto Rico,1992,0,0,1,0,0.001226994,0,1.25,101,103,12,20,0.6
Puerto Rico,1996,0,0,1,0,0.001187648,0,1.25,91,103,12,20,0.6
Puerto Rico,2012,0,0,2,0,0.002083333,0,1.5,28,103,12,20,0.6
Puerto Rico,2016,0,1,1,0.003267974,0.001028807,0.25,1.25,41,103,12,20,0.6
Puerto Rico,2020,0,1,1,0.002941176,0.000925926,0.5,1.25,39,103,12,20,0.6
Puerto Rico,2024,0,0,2,0,0.001924928,0.5,1.5,53,103,12,20,0.6
Chile,1928,0,0,1,0,0.003058104,0,1,46,24,15,24,0.625
Chile,1952,0,0,2,0,0.004357298,0,2,82,24,15,24,0.625
Chile,1956,0,0,4,0,0.008528785,0,4,43,24,15,24,0.625
Chile,1988,0,0,1,0,0.00135318,0,2,23,24,15,24,0.625
Chile,2000,0,0,1,0,0.001078749,0,2,58,24,15,24,0.625
Chile,2004,0,2,3,0.006644518,0.003239741,0.5,2.25,29,24,15,24,0.625
Chile,2008,0,0,1,0,0.001043841,0.5,1.5,29,24,15,24,0.625
Chile,2024,0,1,2,0.00304878,0.001924928,0.75,1.75,52,24,15,24,0.625
Ecuador,1996,0,1,1,0.003690037,0.001187648,1,1,28,39,10,16,0.625
Ecuador,2008,0,0,1,0,0.001043841,0,1,26,39,10,16,0.625
Ecuador,2020,0,2,3,0.005882353,0.002777778,2,3,52,39,10,16,0.625
Ecuador,2024,0,1,5,0.00304878,0.00481232,1,2.5,47,39,10,16,0.625
Hong Kong,1996,0,1,1,0.003690037,0.001187648,1,1,32,57,13,18,0.722222222
Hong Kong,2004,0,0,1,0,0.001079914,0,1,42,57,13,18,0.722222222
Hong Kong,2012,0,0,1,0,0.001041667,0,1,55,57,13,18,0.722222222
Hong Kong,2020,0,1,6,0.002941176,0.005555556,0.5,2.25,65,57,13,18,0.722222222
Hong Kong,2024,0,2,4,0.006097561,0.003849856,0.75,3,51,57,13,18,0.722222222
Bahrain,2012,0,1,1,0.00330033,0.001041667,1,1,14,10,8,11,0.727272727
Bahrain,2016,0,1,2,0.003267974,0.002057613,1,2,33,10,8,11,0.727272727
Bahrain,2020,0,0,1,0,0.000925926,0,1,33,10,8,11,0.727272727
Bahrain,2024,0,2,4,0.006097561,0.003849856,1,2,15,10,8,11,0.727272727
Uganda,1968,0,0,2,0,0.003795066,0,2,14,135,13,17,0.764705882
Uganda,1972,0,1,2,0.005128205,0.003333333,1,2,35,135,13,17,0.764705882
Uganda,1980,0,0,1,0,0.001584786,0,1,16,135,13,17,0.764705882
Uganda,1996,0,0,1,0,0.001187648,0.25,1.5,12,135,13,17,0.764705882
Uganda,2012,0,1,1,0.00330033,0.001041667,0.5,1.25,16,135,13,17,0.764705882
Uganda,2020,0,2,4,0.005882353,0.003703704,0.75,1.75,28,135,13,17,0.764705882
Uganda,2024,0,1,2,0.00304878,0.001924928,1,2,27,135,13,17,0.764705882
Philippines,1928,0,0,1,0,0.003058104,0,1,6,100,18,23,0.782608696
Philippines,1932,0,0,3,0,0.008108108,0,3,8,100,18,23,0.782608696
Philippines,1936,0,0,1,0,0.002369668,0,1,40,100,18,23,0.782608696
Philippines,1964,0,0,1,0,0.001984127,0,1.5,70,100,18,23,0.782608696
Philippines,1988,0,0,1,0,0.00135318,0,1.5,42,100,18,23,0.782608696
Philippines,1992,0,0,1,0,0.001226994,0,1,38,100,18,23,0.782608696
Philippines,1996,0,0,1,0,0.001187648,0,1,18,100,18,23,0.782608696
Philippines,2016,0,0,1,0,0.001028807,0,1,13,100,18,23,0.782608696
Philippines,2020,0,1,4,0.002941176,0.003703704,0.25,1.75,27,100,18,23,0.782608696
Philippines,2024,0,2,4,0.006097561,0.003849856,0.75,2.5,44,100,18,23,0.782608696
Qatar,1992,0,0,1,0,0.001226994,0,1,30,104,9,11,0.818181818
Qatar,2000,0,0,1,0,0.001078749,0,1,19,104,9,11,0.818181818
Qatar,2012,0,0,2,0,0.002083333,0,2,14,104,9,11,0.818181818
Qatar,2016,0,0,1,0,0.001028807,0,1.25,42,104,9,11,0.818181818
Qatar,2020,0,2,3,0.005882353,0.002777778,0.5,1.75,17,104,9,11,0.818181818
Qatar,2024,0,0,1,0,0.000962464,0.5,1.75,13,104,9,11,0.818181818
Tajikistan,2008,0,0,2,0,0.002087683,0,2,16,126,7,8,0.875
Tajikistan,2012,0,0,1,0,0.001041667,0,1,16,126,7,8,0.875
Tajikistan,2016,0,1,1,0.003267974,0.001028807,1,1,7,126,7,8,0.875
Tajikistan,2024,0,0,3,0,0.002887392,0.25,1.75,14,126,7,8,0.875
Bahamas,1956,0,0,1,0,0.002132196,0,1,5,9,16,18,0.888888889
Bahamas,1964,0,1,1,0.006134969,0.001984127,1,1,12,9,16,18,0.888888889
Bahamas,1992,0,0,1,0,0.001226994,0,1,18,9,16,18,0.888888889
Bahamas,1996,0,0,1,0,0.001187648,0.25,1,36,9,16,18,0.888888889
Bahamas,2000,0,2,3,0.006666667,0.003236246,0.75,1.5,39,9,16,18,0.888888889
Bahamas,2004,0,1,2,0.003322259,0.002159827,0.75,1.75,28,9,16,18,0.888888889
Bahamas,2008,0,0,2,0,0.002087683,0.75,2,33,9,16,18,0.888888889
Bahamas,2012,0,1,1,0.00330033,0.001041667,1,2,29,9,16,18,0.888888889
Bahamas,2016,0,1,2,0.003267974,0.002057613,0.75,1.75,38,9,16,18,0.888888889
Bahamas,2020,0,2,2,0.005882353,0.001851852,1,1.75,22,9,16,18,0.888888889
Venezuela,1952,0,0,1,0,0.002178649,0,1,63,142,19,21,0.904761905
Venezuela,1960,0,0,1,0,0.002169197,0,1,54,142,19,21,0.904761905
Venezuela,1968,0,1,1,0.005747126,0.001897533,1,1,30,142,19,21,0.904761905
Venezuela,1976,0,0,1,0,0.001631321,0.25,1,56,142,19,21,0.904761905
Venezuela,1980,0,0,1,0,0.001584786,0.25,1,43,142,19,21,0.904761905
Venezuela,1984,0,0,3,0,0.004360465,0.25,1.5,44,142,19,21,0.904761905
Venezuela,2004,0,0,2,0,0.002159827,0,1.75,53,142,19,21,0.904761905
Venezuela,2008,0,0,1,0,0.001043841,0,1.75,126,142,19,21,0.904761905
Venezuela,2012,0,1,1,0.00330033,0.001041667,0.25,1.75,85,142,19,21,0.904761905
Venezuela,2016,0,0,3,0,0.00308642,0.25,1.75,105,142,19,21,0.904761905
Venezuela,2020,0,1,4,0.002941176,0.003703704,0.5,2.25,47,142,19,21,0.904761905
Dominican Republic,1984,0,0,1,0,0.001453488,0,1,24,37,15,16,0.9375
Dominican Republic,2004,0,1,1,0.003322259,0.001079914,1,1,33,37,15,16,0.9375
Dominican Republic,2008,0,1,2,0.003311258,0.002087683,1,2,27,37,15,16,0.9375
Dominican Republic,2012,0,1,2,0.00330033,0.002083333,0.75,1.5,36,37,15,16,0.9375
Dominican Republic,2016,0,0,1,0,0.001028807,0.75,1.5,30,37,15,16,0.9375
Dominican Republic,2020,0,0,5,0,0.00462963,0.5,2.5,69,37,15,16,0.9375
Dominican Republic,2024,0,1,3,0.00304878,0.002887392,0.5,2.75,64,37,15,16,0.9375
Malaysia,1992,0,0,1,0,0.001226994,0,1,30,80,15,15,1
Malaysia,1996,0,0,2,0,0.002375297,0,2,43,80,15,15,1
Malaysia,2008,0,0,1,0,0.001043841,0,1,42,80,15,15,1
Malaysia,2012,0,0,2,0,0.002083333,0,1.5,38,80,15,15,1
Malaysia,2016,0,0,5,0,0.005144033,0,2.5,42,80,15,15,1
Malaysia,2020,0,0,2,0,0.001851852,0,2.5,47,80,15,15,1
Malaysia,2024,0,0,2,0,0.001924928,0,2.75,32,80,15,15,1
Trinidad and Tobago,1948,0,0,1,0,0.00243309,0,1,9,131,19,19,1
Trinidad and Tobago,1952,0,0,2,0,0.004357298,0,2,2,131,19,19,1
Trinidad and Tobago,1964,0,0,3,0,0.005952381,0,3,18,131,19,19,1
Trinidad and Tobago,1976,0,1,1,0.005050505,0.001631321,0.25,1.75,20,131,19,19,1
Trinidad and Tobago,1996,0,0,2,0,0.002375297,0.25,2,16,131,19,19,1
Trinidad and Tobago,2000,0,0,2,0,0.002157497,0.25,2,29,131,19,19,1
Trinidad and Tobago,2004,0,0,1,0,0.001079914,0.25,1.5,26,131,19,19,1
Trinidad and Tobago,2008,0,1,2,0.003311258,0.002087683,0.25,1.75,35,131,19,19,1
Trinidad and Tobago,2012,0,1,4,0.00330033,0.004166667,0.5,2.25,38,131,19,19,1
Trinidad and Tobago,2016,0,0,1,0,0.001028807,0.5,2,43,131,19,19,1
Israel,1992,0,0,2,0,0.002453988,0,2,44,66,20,18,1.111111111
Israel,1996,0,0,1,0,0.001187648,0,1,38,66,20,18,1.111111111
Israel,2000,0,0,1,0,0.001078749,0,1,58,66,20,18,1.111111111
Israel,2004,0,1,2,0.003322259,0.002159827,0.25,1.5,46,66,20,18,1.111111111
Israel,2008,0,0,1,0,0.001043841,0.25,1.25,60,66,20,18,1.111111111
Israel,2016,0,0,2,0,0.002057613,0.25,1.5,59,66,20,18,1.111111111
Israel,2020,0,2,4,0.005882353,0.003703704,0.75,2.25,128,66,20,18,1.111111111
Israel,2024,0,1,7,0.00304878,0.006737247,0.75,3.5,138,66,20,18,1.111111111
Tunisia,1964,0,0,2,0,0.003968254,0,2,12,132,18,16,1.125
Tunisia,1968,0,1,2,0.005747126,0.003795066,1,2,8,132,18,16,1.125
Tunisia,1972,0,0,1,0,0.001666667,0,1,37,132,18,16,1.125
Tunisia,1996,0,0,1,0,0.001187648,0.25,1.5,52,132,18,16,1.125
Tunisia,2008,0,1,1,0.003311258,0.001043841,0.5,1.25,29,132,18,16,1.125
Tunisia,2012,0,2,3,0.00660066,0.003125,0.75,1.5,87,132,18,16,1.125
Tunisia,2016,0,0,3,0,0.00308642,0.75,2,65,132,18,16,1.125
Tunisia,2020,0,1,2,0.002941176,0.001851852,1,2.25,73,132,18,16,1.125
Tunisia,2024,0,1,3,0.00304878,0.002887392,1,2.75,31,132,18,16,1.125
Portugal,1924,0,0,1,0,0.002645503,0,1,47,102,32,26,1.230769231
Portugal,1928,0,0,1,0,0.003058104,0,1,39,102,32,26,1.230769231
Portugal,1936,0,0,1,0,0.002369668,0,1,26,102,32,26,1.230769231
Portugal,1948,0,0,2,0,0.00486618,0,1.25,65,102,32,26,1.230769231
Portugal,1952,0,0,1,0,0.002178649,0,1.25,155,102,32,26,1.230769231
Portugal,1960,0,0,1,0,0.002169197,0,1.25,109,102,32,26,1.230769231
Portugal,1976,0,0,2,0,0.003262643,0,1.5,36,102,32,26,1.230769231
Portugal,1984,0,1,3,0.004424779,0.004360465,0.25,1.75,48,102,32,26,1.230769231
Portugal,1988,0,1,1,0.004149378,0.00135318,0.5,1.75,91,102,32,26,1.230769231
Portugal,1996,0,1,2,0.003690037,0.002375297,0.75,2,131,102,32,26,1.230769231
Portugal,2000,0,0,2,0,0.002157497,0.75,2,64,102,32,26,1.230769231
Portugal,2004,0,0,3,0,0.003239741,0.5,2,93,102,32,26,1.230769231
Portugal,2008,0,1,2,0.003311258,0.002087683,0.5,2.25,87,102,32,26,1.230769231
Portugal,2012,0,0,1,0,0.001041667,0.25,2,98,102,32,26,1.230769231
Portugal,2016,0,0,1,0,0.001028807,0.25,1.75,106,102,32,26,1.230769231
Portugal,2020,0,1,4,0.002941176,0.003703704,0.5,2,113,102,32,26,1.230769231
Portugal,2024,0,1,4,0.00304878,0.003849856,0.5,2.5,95,102,32,26,1.230769231
Moldova,1996,0,0,2,0,0.002375297,0,2,50,83,10,8,1.25
Moldova,2000,0,0,2,0,0.002157497,0,2,35,83,10,8,1.25
Moldova,2008,0,0,1,0,0.001043841,0,1,30,83,10,8,1.25
Moldova,2020,0,0,1,0,0.000925926,0,1.5,26,83,10,8,1.25
Moldova,2024,0,0,4,0,0.003849856,0,2,30,83,10,8,1.25
Algeria,1984,0,0,2,0,0.002906977,0,2,33,2,20,15,1.333333333
Algeria,1992,0,1,2,0.003846154,0.002453988,1,2,36,2,20,15,1.333333333
Algeria,1996,0,2,3,0.007380074,0.003562945,2,3,47,2,20,15,1.333333333
Algeria,2000,0,1,5,0.003333333,0.005393743,1,3,51,2,20,15,1.333333333
Algeria,2008,0,0,2,0,0.002087683,1,3,57,2,20,15,1.333333333
Algeria,2012,0,1,1,0.00330033,0.001041667,1,2.75,39,2,20,15,1.333333333
Algeria,2016,0,0,2,0,0.002057613,0.5,2.5,74,2,20,15,1.333333333
Algeria,2024,0,2,3,0.006097561,0.002887392,0.75,2,55,2,20,15,1.333333333
Nigeria,1964,0,0,1,0,0.001984127,0,1,19,92,27,18,1.5
Nigeria,1972,0,0,1,0,0.001666667,0,1,36,92,27,18,1.5
Nigeria,1984,0,0,2,0,0.002906977,0,2,36,92,27,18,1.5
Nigeria,1992,0,0,4,0,0.004907975,0,2,72,92,27,18,1.5
Nigeria,1996,0,2,6,0.007380074,0.007125891,0.5,3.25,84,92,27,18,1.5
Nigeria,2000,0,1,3,0.003333333,0.003236246,0.75,3.75,100,92,27,18,1.5
Nigeria,2004,0,0,2,0,0.002159827,0.75,3.75,79,92,27,18,1.5
Nigeria,2008,0,0,5,0,0.005219207,0.75,4,89,92,27,18,1.5
Nigeria,2016,0,0,1,0,0.001028807,0.25,2.75,77,92,27,18,1.5
Nigeria,2020,0,0,2,0,0.001851852,0,2.5,68,92,27,18,1.5
India,1900,0,0,2,0,0.007042254,0,2,5,61,41,26,1.576923077
India,1928,0,1,1,0.009090909,0.003058104,1,1,24,61,41,26,1.576923077
India,1932,0,1,1,0.008,0.002702703,1,1,26,61,41,26,1.576923077
India,1936,0,1,1,0.007092199,0.002369668,0.75,1.25,30,61,41,26,1.576923077
India,1948,0,1,1,0.007246377,0.00243309,1,1,89,61,41,26,1.576923077
India,1952,0,1,2,0.006711409,0.004357298,1,1.25,94,61,41,26,1.576923077
India,1956,0,1,1,0.006535948,0.002132196,1,1.25,79,61,41,26,1.576923077
India,1960,0,0,1,0,0.002169197,0.75,1.25,49,61,41,26,1.576923077
India,1964,0,1,1,0.006134969,0.001984127,0.75,1.25,111,61,41,26,1.576923077
India,1968,0,0,1,0,0.001897533,0.5,1,27,61,41,26,1.576923077
India,1972,0,0,1,0,0.001666667,0.25,1,43,61,41,26,1.576923077
India,1980,0,1,1,0.004901961,0.001584786,0.5,1,78,61,41,26,1.576923077
India,1996,0,0,1,0,0.001187648,0.25,1,54,61,41,26,1.576923077
India,2000,0,0,1,0,0.001078749,0.25,1,70,61,41,26,1.576923077
India,2004,0,0,1,0,0.001079914,0.25,1,81,61,41,26,1.576923077
India,2008,0,1,3,0.003311258,0.003131524,0.25,1.5,67,61,41,26,1.576923077
India,2012,0,0,6,0,0.00625,0.25,2.75,95,61,41,26,1.576923077
India,2016,0,0,2,0,0.002057613,0.25,3,130,61,41,26,1.576923077
India,2020,0,1,7,0.002941176,0.006481481,0.5,4.5,151,61,41,26,1.576923077
India,2024,0,0,6,0,0.005774783,0.25,5.25,138,61,41,26,1.576923077
Latvia,1932,0,0,1,0,0.002702703,0,1,13,77,21,13,1.615384615
Latvia,1936,0,0,2,0,0.004739336,0,2,33,77,21,13,1.615384615
Latvia,1992,0,0,3,0,0.003680982,0,3,40,77,21,13,1.615384615
Latvia,1996,0,0,1,0,0.001187648,0,1.75,55,77,21,13,1.615384615
Latvia,2000,0,1,3,0.003333333,0.003236246,0.25,2.25,60,77,21,13,1.615384615
Latvia,2004,0,0,4,0,0.004319654,0.25,2.75,45,77,21,13,1.615384615
Latvia,2008,0,1,3,0.003311258,0.003131524,0.5,2.75,53,77,21,13,1.615384615
Latvia,2012,0,1,2,0.00330033,0.002083333,0.75,3,50,77,21,13,1.615384615
Latvia,2020,0,1,2,0.002941176,0.001851852,0.75,2.75,38,77,21,13,1.615384615
Kyrgyzstan,2000,0,0,1,0,0.001078749,0,1,71,76,13,8,1.625
Kyrgyzstan,2008,0,0,3,0,0.003131524,0,3,22,76,13,8,1.625
Kyrgyzstan,2020,0,0,3,0,0.002777778,0,3,17,76,13,8,1.625
Kyrgyzstan,2024,0,0,6,0,0.005774783,0,3.25,17,76,13,8,1.625
Morocco,1960,0,0,1,0,0.002169197,0,1,111,86,26,16,1.625
Morocco,1984,0,2,2,0.008849558,0.002906977,2,2,35,86,26,16,1.625
Morocco,1988,0,1,3,0.004149378,0.00405954,1,3,29,86,26,16,1.625
Morocco,1992,0,1,3,0.003846154,0.003680982,1,2.25,45,86,26,16,1.625
Morocco,1996,0,0,2,0,0.002375297,1,2.5,38,86,26,16,1.625
Morocco,2000,0,0,5,0,0.005393743,0.5,3.25,55,86,26,16,1.625
Morocco,2004,0,2,3,0.006644518,0.003239741,0.75,3.25,57,86,26,16,1.625
Morocco,2008,0,0,2,0,0.002087683,0.5,3,49,86,26,16,1.625
Morocco,2012,0,0,1,0,0.001041667,0.5,2.75,67,86,26,16,1.625
Morocco,2016,0,0,1,0,0.001028807,0.5,1.75,52,86,26,16,1.625
Morocco,2020,0,1,1,0.002941176,0.000925926,0.25,1.25,51,86,26,16,1.625
Morocco,2024,0,1,2,0.00304878,0.001924928,0.5,1.25,63,86,26,16,1.625
Kosovo,2016,0,1,1,0.003267974,0.001028807,1,1,8,74,5,3,1.666666667
Kosovo,2020,0,2,2,0.005882353,0.001851852,2,2,11,74,5,3,1.666666667
Kosovo,2024,0,0,2,0,0.001924928,0,2,9,74,5,3,1.666666667
Egypt,1928,0,2,4,0.018181818,0.012232416,2,4,43,40,39,23,1.695652174
Egypt,1936,0,2,5,0.014184397,0.011848341,2,5,66,40,39,23,1.695652174
Egypt,1948,0,2,5,0.014492754,0.01216545,2,5,166,40,39,23,1.695652174
Egypt,1952,0,0,1,0,0.002178649,1.5,3.75,196,40,39,23,1.695652174
Egypt,1984,0,0,1,0,0.001453488,0.5,2.25,148,40,39,23,1.695652174
Egypt,2004,0,1,5,0.003322259,0.005399568,0.25,2.25,104,40,39,23,1.695652174
Egypt,2008,0,0,2,0,0.002087683,0.25,2.5,116,40,39,23,1.695652174
Egypt,2012,0,0,4,0,0.004166667,0.25,3,132,40,39,23,1.695652174
Egypt,2016,0,0,3,0,0.00308642,0.25,3.5,137,40,39,23,1.695652174
Egypt,2020,0,1,6,0.002941176,0.005555556,0.25,3.75,195,40,39,23,1.695652174
Egypt,2024,0,1,3,0.00304878,0.002887392,0.5,4,207,40,39,23,1.695652174
Colombia,1972,0,0,3,0,0.005,0,3,75,27,38,22,1.727272727
Colombia,1984,0,0,1,0,0.001453488,0,1,48,27,38,22,1.727272727
Colombia,1988,0,0,1,0,0.00135318,0,1,57,27,38,22,1.727272727
Colombia,1992,0,0,1,0,0.001226994,0,1.5,61,27,38,22,1.727272727
Colombia,2000,0,1,1,0.003333333,0.001078749,0.25,1,54,27,38,22,1.727272727
Colombia,2004,0,0,2,0,0.002159827,0.25,1.25,71,27,38,22,1.727272727
Colombia,2008,0,0,3,0,0.003131524,0.25,1.75,90,27,38,22,1.727272727
Colombia,2012,0,1,9,0.00330033,0.009375,0.5,3.75,120,27,38,22,1.727272727
Colombia,2016,0,3,8,0.009803922,0.008230453,1,5.5,157,27,38,22,1.727272727
Colombia,2020,0,0,5,0,0.00462963,1,6.25,77,27,38,22,1.727272727
Colombia,2024,0,0,4,0,0.003849856,1,6.5,105,27,38,22,1.727272727
Ireland,1928,0,1,1,0.009090909,0.003058104,1,1,44,65,42,23,1.826086957
Ireland,1932,0,2,2,0.016,0.005405405,2,2,18,65,42,23,1.826086957
Ireland,1952,0,0,1,0,0.002178649,0,1,25,65,42,23,1.826086957
Ireland,1956,0,1,5,0.006535948,0.010660981,1,2.25,25,65,42,23,1.826086957
Ireland,1964,0,0,1,0,0.001984127,0.75,2.25,35,65,42,23,1.826086957
Ireland,1980,0,0,2,0,0.003169572,0.25,2.25,57,65,42,23,1.826086957
Ireland,1984,0,0,1,0,0.001453488,0.25,2.25,55,65,42,23,1.826086957
Ireland,1992,0,1,2,0.003846154,0.002453988,0.25,1.5,77,65,42,23,1.826086957
Ireland,1996,0,3,4,0.011070111,0.004750594,1,2.25,99,65,42,23,1.826086957
Ireland,2000,0,0,1,0,0.001078749,1,2,76,65,42,23,1.826086957
Ireland,2008,0,0,3,0,0.003131524,1,2.5,63,65,42,23,1.826086957
Ireland,2012,0,1,6,0.00330033,0.00625,1,3.5,76,65,42,23,1.826086957
Ireland,2016,0,0,2,0,0.002057613,0.25,3,93,65,42,23,1.826086957
Ireland,2020,0,2,4,0.005882353,0.003703704,0.75,3.75,150,65,42,23,1.826086957
Ireland,2024,0,4,7,0.012195122,0.006737247,1.75,4.75,185,65,42,23,1.826086957
Mongolia,1968,0,0,4,0,0.007590133,0,4,38,84,31,15,2.066666667
Mongolia,1972,0,0,1,0,0.001666667,0,1,44,84,31,15,2.066666667
Mongolia,1976,0,0,1,0,0.001631321,0,1,33,84,31,15,2.066666667
Mongolia,1980,0,0,4,0,0.006339144,0,2.5,57,84,31,15,2.066666667
Mongolia,1988,0,0,1,0,0.00135318,0,1.75,32,84,31,15,2.066666667
Mongolia,1992,0,0,2,0,0.002453988,0,2,38,84,31,15,2.066666667
Mongolia,1996,0,0,1,0,0.001187648,0,2,18,84,31,15,2.066666667
Mongolia,2004,0,0,1,0,0.001079914,0,1.25,21,84,31,15,2.066666667
Mongolia,2008,0,2,4,0.006622517,0.004175365,0.5,2,31,84,31,15,2.066666667
Mongolia,2012,0,0,5,0,0.005208333,0.5,2.75,32,84,31,15,2.066666667
Mongolia,2016,0,0,2,0,0.002057613,0.5,3,46,84,31,15,2.066666667
Mongolia,2020,0,0,4,0,0.003703704,0.5,3.75,61,84,31,15,2.066666667
Mongolia,2024,0,0,1,0,0.000962464,0,3,48,84,31,15,2.066666667
Thailand,1976,0,0,1,0,0.001631321,0,1,62,128,41,18,2.277777778
Thailand,1984,0,0,1,0,0.001453488,0,1,40,128,41,18,2.277777778
Thailand,1988,0,0,1,0,0.00135318,0,1,15,128,41,18,2.277777778
Thailand,1992,0,0,1,0,0.001226994,0,1,64,128,41,18,2.277777778
Thailand,1996,0,1,2,0.003690037,0.002375297,0.25,1.25,58,128,41,18,2.277777778
Thailand,2000,0,1,3,0.003333333,0.003236246,0.5,1.75,68,128,41,18,2.277777778
Thailand,2004,0,3,8,0.009966777,0.008639309,1.25,3.5,51,128,41,18,2.277777778
Thailand,2008,0,2,6,0.006622517,0.006263048,1.75,4.75,53,128,41,18,2.277777778
Thailand,2012,0,0,4,0,0.004166667,1.5,5.25,43,128,41,18,2.277777778
Thailand,2016,0,2,6,0.006535948,0.00617284,1.75,6,58,128,41,18,2.277777778
Thailand,2020,0,1,2,0.002941176,0.001851852,1.25,4.5,48,128,41,18,2.277777778
