NOC,Year,Sport,Gold,Medals,AthletesCount,Diving,Marathon Swimming,Swimming,Water Polo,Archery,Athletics,Badminton,Baseball,Softball,3x3,Basketball,Basque Pelota,Boxing,Breaking,Sprint,Slalom,Cricket,Croquet,BMX Freestyle,BMX Racing,Mountain Bike,Road,Track,Dressage,Eventing,Jumping,Vaulting,Driving,Fencing,Field hockey,Flag football,Football,Golf,Artistic,Rhythmic,Trampoline,Indoor,Field,Jeu de Paume,Judo,Karate,Sixes,Field.1,Modern Pentathlon,Polo,Rackets,Roque,Coastal,Rowing,Sevens,Union,Sailing,Shooting,Skateboarding,Sport Climbing,Squash,Surfing,Table Tennis,Taekwondo,Tennis,Triathlon,Tug of War,Beach,Indoor.1,Water Motorsports,Weightlifting,Freestyle,Greco-Roman,Total events,Total disciplines,Total sports,Total_Sports_Events,Total_Medals_Per_Sport
Japan,1960,Weightlifting,0,1,278,4,0,15,1,0,34,0,0,0,0,1,0,10,0,7,0,0,0,0,0,0,2,4,1,2,2,0,0,8,1,0,1,0,14,0,0,0,0,0,0,0,0,0,2,0,0,0,0,7,0,0,5,6,0,0,0,0,0,0,0,0,0,0,0,0,7,8,8,150,23,17,150,15
Japan,1960,Wrestling,0,1,278,4,0,15,1,0,34,0,0,0,0,1,0,10,0,7,0,0,0,0,0,0,2,4,1,2,2,0,0,8,1,0,1,0,14,0,0,0,0,0,0,0,0,0,2,0,0,0,0,7,0,0,5,6,0,0,0,0,0,0,0,0,0,0,0,0,7,8,8,150,23,17,150,31
Japan,1964,Athletics,0,1,456,4,0,18,1,0,36,0,1,0,0,1,0,10,0,7,0,0,0,0,0,0,2,5,2,2,2,0,0,8,1,0,1,0,14,0,0,0,0,0,4,0,0,0,2,0,0,0,0,7,0,0,5,6,0,0,0,0,0,0,0,0,0,0,2,0,7,8,8,163,25,19,163,105
Japan,1964,Boxing,1,1,456,4,0,18,1,0,36,0,1,0,0,1,0,10,0,7,0,0,0,0,0,0,2,5,2,2,2,0,0,8,1,0,1,0,14,0,0,0,0,0,4,0,0,0,2,0,0,0,0,7,0,0,5,6,0,0,0,0,0,0,0,0,0,0,2,0,7,8,8,163,25,19,163,28
Japan,1964,Gymnastics,10,20,456,4,0,18,1,0,36,0,1,0,0,1,0,10,0,7,0,0,0,0,0,0,2,5,2,2,2,0,0,8,1,0,1,0,14,0,0,0,0,0,4,0,0,0,2,0,0,0,0,7,0,0,5,6,0,0,0,0,0,0,0,0,0,0,2,0,7,8,8,163,25,19,163,26
Japan,1964,Judo,3,4,456,4,0,18,1,0,36,0,1,0,0,1,0,10,0,7,0,0,0,0,0,0,2,5,2,2,2,0,0,8,1,0,1,0,14,0,0,0,0,0,4,0,0,0,2,0,0,0,0,7,0,0,5,6,0,0,0,0,0,0,0,0,0,0,2,0,7,8,8,163,25,19,163,11
Japan,1964,Shooting,0,1,456,4,0,18,1,0,36,0,1,0,0,1,0,10,0,7,0,0,0,0,0,0,2,5,2,2,2,0,0,8,1,0,1,0,14,0,0,0,0,0,4,0,0,0,2,0,0,0,0,7,0,0,5,6,0,0,0,0,0,0,0,0,0,0,2,0,7,8,8,163,25,19,163,15
Japan,1964,Swimming,0,5,456,4,0,18,1,0,36,0,1,0,0,1,0,10,0,7,0,0,0,0,0,0,2,5,2,2,2,0,0,8,1,0,1,0,14,0,0,0,0,0,4,0,0,0,2,0,0,0,0,7,0,0,5,6,0,0,0,0,0,0,0,0,0,0,2,0,7,8,8,163,25,19,163,108
Japan,1964,Volleyball,12,21,456,4,0,18,1,0,36,0,1,0,0,1,0,10,0,7,0,0,0,0,0,0,2,5,2,2,2,0,0,8,1,0,1,0,14,0,0,0,0,0,4,0,0,0,2,0,0,0,0,7,0,0,5,6,0,0,0,0,0,0,0,0,0,0,2,0,7,8,8,163,25,19,163,31
Japan,1964,Weightlifting,1,3,456,4,0,18,1,0,36,0,1,0,0,1,0,10,0,7,0,0,0,0,0,0,2,5,2,2,2,0,0,8,1,0,1,0,14,0,0,0,0,0,4,0,0,0,2,0,0,0,0,7,0,0,5,6,0,0,0,0,0,0,0,0,0,0,2,0,7,8,8,163,25,19,163,13
Japan,1964,Wrestling,5,6,456,4,0,18,1,0,36,0,1,0,0,1,0,10,0,7,0,0,0,0,0,0,2,5,2,2,2,0,0,8,1,0,1,0,14,0,0,0,0,0,4,0,0,0,2,0,0,0,0,7,0,0,5,6,0,0,0,0,0,0,0,0,0,0,2,0,7,8,8,163,25,19,163,31
Japan,1968,Athletics,0,1,289,4,0,29,1,0,36,0,0,0,0,1,1,11,0,7,0,0,0,0,0,0,2,5,2,2,2,0,0,8,1,0,1,0,14,0,0,0,0,0,0,0,0,0,2,0,0,0,0,7,0,0,5,7,0,0,0,0,0,0,1,0,0,0,2,0,7,8,8,172,24,18,172,100
Japan,1968,Boxing,0,1,289,4,0,29,1,0,36,0,0,0,0,1,1,11,0,7,0,0,0,0,0,0,2,5,2,2,2,0,0,8,1,0,1,0,14,0,0,0,0,0,0,0,0,0,2,0,0,0,0,7,0,0,5,7,0,0,0,0,0,0,1,0,0,0,2,0,7,8,8,172,24,18,172,35
Japan,1968,Football,0,16,289,4,0,29,1,0,36,0,0,0,0,1,1,11,0,7,0,0,0,0,0,0,2,5,2,2,2,0,0,8,1,0,1,0,14,0,0,0,0,0,0,0,0,0,2,0,0,0,0,7,0,0,5,7,0,0,0,0,0,0,1,0,0,0,2,0,7,8,8,172,24,18,172,51
Japan,1968,Gymnastics,11,17,289,4,0,29,1,0,36,0,0,0,0,1,1,11,0,7,0,0,0,0,0,0,2,5,2,2,2,0,0,8,1,0,1,0,14,0,0,0,0,0,0,0,0,0,2,0,0,0,0,7,0,0,5,7,0,0,0,0,0,0,1,0,0,0,2,0,7,8,8,172,24,18,172,18
Japan,1968,Volleyball,0,20,289,4,0,29,1,0,36,0,0,0,0,1,1,11,0,7,0,0,0,0,0,0,2,5,2,2,2,0,0,8,1,0,1,0,14,0,0,0,0,0,0,0,0,0,2,0,0,0,0,7,0,0,5,7,0,0,0,0,0,0,1,0,0,0,2,0,7,8,8,172,24,18,172,32
Japan,1968,Weightlifting,1,3,289,4,0,29,1,0,36,0,0,0,0,1,1,11,0,7,0,0,0,0,0,0,2,5,2,2,2,0,0,8,1,0,1,0,14,0,0,0,0,0,0,0,0,0,2,0,0,0,0,7,0,0,5,7,0,0,0,0,0,0,1,0,0,0,2,0,7,8,8,172,24,18,172,15
Japan,1968,Wrestling,4,5,289,4,0,29,1,0,36,0,0,0,0,1,1,11,0,7,0,0,0,0,0,0,2,5,2,2,2,0,0,8,1,0,1,0,14,0,0,0,0,0,0,0,0,0,2,0,0,0,0,7,0,0,5,7,0,0,0,0,0,0,1,0,0,0,2,0,7,8,8,172,24,18,172,32
Japan,1972,Gymnastics,10,21,293,4,0,29,1,2,38,1,0,0,0,1,0,11,0,7,4,0,0,0,0,0,2,5,2,2,2,0,0,8,1,0,1,0,14,0,0,1,0,0,6,0,0,0,2,0,0,0,0,7,0,0,6,8,0,0,0,0,0,0,0,0,0,0,2,0,9,10,10,195,28,21,195,27
Japan,1972,Judo,3,4,293,4,0,29,1,2,38,1,0,0,0,1,0,11,0,7,4,0,0,0,0,0,2,5,2,2,2,0,0,8,1,0,1,0,14,0,0,1,0,0,6,0,0,0,2,0,0,0,0,7,0,0,6,8,0,0,0,0,0,0,0,0,0,0,2,0,9,10,10,195,28,21,195,18
Japan,1972,Swimming,2,3,293,4,0,29,1,2,38,1,0,0,0,1,0,11,0,7,4,0,0,0,0,0,2,5,2,2,2,0,0,8,1,0,1,0,14,0,0,1,0,0,6,0,0,0,2,0,0,0,0,7,0,0,6,8,0,0,0,0,0,0,0,0,0,0,2,0,9,10,10,195,28,21,195,104
Japan,1972,Volleyball,12,24,293,4,0,29,1,2,38,1,0,0,0,1,0,11,0,7,4,0,0,0,0,0,2,5,2,2,2,0,0,8,1,0,1,0,14,0,0,1,0,0,6,0,0,0,2,0,0,0,0,7,0,0,6,8,0,0,0,0,0,0,0,0,0,0,2,0,9,10,10,195,28,21,195,35
Japan,1972,Wrestling,2,4,293,4,0,29,1,2,38,1,0,0,0,1,0,11,0,7,4,0,0,0,0,0,2,5,2,2,2,0,0,8,1,0,1,0,14,0,0,1,0,0,6,0,0,0,2,0,0,0,0,7,0,0,6,8,0,0,0,0,0,0,0,0,0,0,2,0,9,10,10,195,28,21,195,40
Japan,1976,Archery,0,1,328,4,0,26,1,2,37,0,0,0,0,2,0,11,0,11,0,0,0,0,0,0,2,4,2,2,2,0,0,8,1,0,1,0,14,0,0,2,0,0,6,0,0,0,2,0,0,0,0,14,0,0,6,7,0,0,0,0,0,0,0,0,0,0,2,0,9,10,10,198,27,21,198,4
Japan,1976,Gymnastics,8,15,328,4,0,26,1,2,37,0,0,0,0,2,0,11,0,11,0,0,0,0,0,0,2,4,2,2,2,0,0,8,1,0,1,0,14,0,0,2,0,0,6,0,0,0,2,0,0,0,0,14,0,0,6,7,0,0,0,0,0,0,0,0,0,0,2,0,9,10,10,198,27,21,198,32
Japan,1976,Judo,3,5,328,4,0,26,1,2,37,0,0,0,0,2,0,11,0,11,0,0,0,0,0,0,2,4,2,2,2,0,0,8,1,0,1,0,14,0,0,2,0,0,6,0,0,0,2,0,0,0,0,14,0,0,6,7,0,0,0,0,0,0,0,0,0,0,2,0,9,10,10,198,27,21,198,17
Japan,1976,Volleyball,12,12,328,4,0,26,1,2,37,0,0,0,0,2,0,11,0,11,0,0,0,0,0,0,2,4,2,2,2,0,0,8,1,0,1,0,14,0,0,2,0,0,6,0,0,0,2,0,0,0,0,14,0,0,6,7,0,0,0,0,0,0,0,0,0,0,2,0,9,10,10,198,27,21,198,48
Japan,1976,Weightlifting,0,2,328,4,0,26,1,2,37,0,0,0,0,2,0,11,0,11,0,0,0,0,0,0,2,4,2,2,2,0,0,8,1,0,1,0,14,0,0,2,0,0,6,0,0,0,2,0,0,0,0,14,0,0,6,7,0,0,0,0,0,0,0,0,0,0,2,0,9,10,10,198,27,21,198,16
Japan,1976,Wrestling,2,6,328,4,0,26,1,2,37,0,0,0,0,2,0,11,0,11,0,0,0,0,0,0,2,4,2,2,2,0,0,8,1,0,1,0,14,0,0,2,0,0,6,0,0,0,2,0,0,0,0,14,0,0,6,7,0,0,0,0,0,0,0,0,0,0,2,0,9,10,10,198,27,21,198,35
Japan,1984,Archery,0,1,365,4,0,29,1,2,41,0,1,0,0,2,0,12,0,12,0,0,0,0,0,0,3,5,2,2,2,0,0,8,2,0,1,0,14,1,0,2,0,0,8,0,0,0,2,0,0,0,0,14,0,0,7,11,0,0,0,0,0,0,1,0,0,0,2,0,10,10,10,221,29,21,221,6
Japan,1984,Cycling,0,1,365,4,0,29,1,2,41,0,1,0,0,2,0,12,0,12,0,0,0,0,0,0,3,5,2,2,2,0,0,8,2,0,1,0,14,1,0,2,0,0,8,0,0,0,2,0,0,0,0,14,0,0,7,11,0,0,0,0,0,0,1,0,0,0,2,0,10,10,10,221,29,21,221,35
Japan,1984,Gymnastics,3,14,365,4,0,29,1,2,41,0,1,0,0,2,0,12,0,12,0,0,0,0,0,0,3,5,2,2,2,0,0,8,2,0,1,0,14,1,0,2,0,0,8,0,0,0,2,0,0,0,0,14,0,0,7,11,0,0,0,0,0,0,1,0,0,0,2,0,10,10,10,221,29,21,221,75
Japan,1984,Judo,4,5,365,4,0,29,1,2,41,0,1,0,0,2,0,12,0,12,0,0,0,0,0,0,3,5,2,2,2,0,0,8,2,0,1,0,14,1,0,2,0,0,8,0,0,0,2,0,0,0,0,14,0,0,7,11,0,0,0,0,0,0,1,0,0,0,2,0,10,10,10,221,29,21,221,29
Japan,1984,Shooting,1,1,365,4,0,29,1,2,41,0,1,0,0,2,0,12,0,12,0,0,0,0,0,0,3,5,2,2,2,0,0,8,2,0,1,0,14,1,0,2,0,0,8,0,0,0,2,0,0,0,0,14,0,0,7,11,0,0,0,0,0,0,1,0,0,0,2,0,10,10,10,221,29,21,221,32
Japan,1984,Synchronized Swimming,0,3,365,4,0,29,1,2,41,0,1,0,0,2,0,12,0,12,0,0,0,0,0,0,3,5,2,2,2,0,0,8,2,0,1,0,14,1,0,2,0,0,8,0,0,0,2,0,0,0,0,14,0,0,7,11,0,0,0,0,0,0,1,0,0,0,2,0,10,10,10,221,29,21,221,9
Japan,1984,Volleyball,0,12,365,4,0,29,1,2,41,0,1,0,0,2,0,12,0,12,0,0,0,0,0,0,3,5,2,2,2,0,0,8,2,0,1,0,14,1,0,2,0,0,8,0,0,0,2,0,0,0,0,14,0,0,7,11,0,0,0,0,0,0,1,0,0,0,2,0,10,10,10,221,29,21,221,70
Japan,1984,Weightlifting,0,3,365,4,0,29,1,2,41,0,1,0,0,2,0,12,0,12,0,0,0,0,0,0,3,5,2,2,2,0,0,8,2,0,1,0,14,1,0,2,0,0,8,0,0,0,2,0,0,0,0,14,0,0,7,11,0,0,0,0,0,0,1,0,0,0,2,0,10,10,10,221,29,21,221,27
Japan,1984,Wrestling,2,9,365,4,0,29,1,2,41,0,1,0,0,2,0,12,0,12,0,0,0,0,0,0,3,5,2,2,2,0,0,8,2,0,1,0,14,1,0,2,0,0,8,0,0,0,2,0,0,0,0,14,0,0,7,11,0,0,0,0,0,0,1,0,0,0,2,0,10,10,10,221,29,21,221,52
Japan,1988,Gymnastics,0,7,412,4,0,31,1,4,42,1,1,0,0,2,0,12,0,12,0,0,0,0,0,0,3,6,2,2,2,0,0,8,2,0,1,0,14,1,0,2,0,0,7,0,0,0,2,0,0,0,0,14,0,0,8,13,0,0,0,0,4,1,4,0,0,0,2,0,10,10,10,237,31,23,237,28
Japan,1988,Judo,1,4,412,4,0,31,1,4,42,1,1,0,0,2,0,12,0,12,0,0,0,0,0,0,3,6,2,2,2,0,0,8,2,0,1,0,14,1,0,2,0,0,7,0,0,0,2,0,0,0,0,14,0,0,8,13,0,0,0,0,4,1,4,0,0,0,2,0,10,10,10,237,31,23,237,19
Japan,1988,Shooting,0,1,412,4,0,31,1,4,42,1,1,0,0,2,0,12,0,12,0,0,0,0,0,0,3,6,2,2,2,0,0,8,2,0,1,0,14,1,0,2,0,0,7,0,0,0,2,0,0,0,0,14,0,0,8,13,0,0,0,0,4,1,4,0,0,0,2,0,10,10,10,237,31,23,237,18
Japan,1988,Swimming,1,1,412,4,0,31,1,4,42,1,1,0,0,2,0,12,0,12,0,0,0,0,0,0,3,6,2,2,2,0,0,8,2,0,1,0,14,1,0,2,0,0,7,0,0,0,2,0,0,0,0,14,0,0,8,13,0,0,0,0,4,1,4,0,0,0,2,0,10,10,10,237,31,23,237,98
Japan,1988,Synchronized Swimming,0,3,412,4,0,31,1,4,42,1,1,0,0,2,0,12,0,12,0,0,0,0,0,0,3,6,2,2,2,0,0,8,2,0,1,0,14,1,0,2,0,0,7,0,0,0,2,0,0,0,0,14,0,0,8,13,0,0,0,0,4,1,4,0,0,0,2,0,10,10,10,237,31,23,237,9
Japan,1988,Wrestling,2,4,412,4,0,31,1,4,42,1,1,0,0,2,0,12,0,12,0,0,0,0,0,0,3,6,2,2,2,0,0,8,2,0,1,0,14,1,0,2,0,0,7,0,0,0,2,0,0,0,0,14,0,0,8,13,0,0,0,0,4,1,4,0,0,0,2,0,10,10,10,237,31,23,237,41
Japan,1992,Athletics,0,2,392,4,0,31,1,4,43,4,1,0,0,2,1,12,0,12,4,0,0,0,0,0,3,7,2,2,2,0,0,8,2,0,1,0,14,1,0,2,0,0,14,0,0,0,2,0,0,0,0,14,0,0,10,13,0,0,0,0,4,1,4,0,0,0,2,0,10,10,10,257,34,25,257,148
Japan,1992,Baseball,0,20,392,4,0,31,1,4,43,4,1,0,0,2,1,12,0,12,4,0,0,0,0,0,3,7,2,2,2,0,0,8,2,0,1,0,14,1,0,2,0,0,14,0,0,0,2,0,0,0,0,14,0,0,10,13,0,0,0,0,4,1,4,0,0,0,2,0,10,10,10,257,34,25,257,60
Japan,1992,Gymnastics,0,8,392,4,0,31,1,4,43,4,1,0,0,2,1,12,0,12,4,0,0,0,0,0,3,7,2,2,2,0,0,8,2,0,1,0,14,1,0,2,0,0,14,0,0,0,2,0,0,0,0,14,0,0,10,13,0,0,0,0,4,1,4,0,0,0,2,0,10,10,10,257,34,25,257,49
Japan,1992,Judo,2,10,392,4,0,31,1,4,43,4,1,0,0,2,1,12,0,12,4,0,0,0,0,0,3,7,2,2,2,0,0,8,2,0,1,0,14,1,0,2,0,0,14,0,0,0,2,0,0,0,0,14,0,0,10,13,0,0,0,0,4,1,4,0,0,0,2,0,10,10,10,257,34,25,257,54
Japan,1992,Shooting,0,2,392,4,0,31,1,4,43,4,1,0,0,2,1,12,0,12,4,0,0,0,0,0,3,7,2,2,2,0,0,8,2,0,1,0,14,1,0,2,0,0,14,0,0,0,2,0,0,0,0,14,0,0,10,13,0,0,0,0,4,1,4,0,0,0,2,0,10,10,10,257,34,25,257,26
Japan,1992,Swimming,1,1,392,4,0,31,1,4,43,4,1,0,0,2,1,12,0,12,4,0,0,0,0,0,3,7,2,2,2,0,0,8,2,0,1,0,14,1,0,2,0,0,14,0,0,0,2,0,0,0,0,14,0,0,10,13,0,0,0,0,4,1,4,0,0,0,2,0,10,10,10,257,34,25,257,139
Japan,1992,Synchronized Swimming,0,3,392,4,0,31,1,4,43,4,1,0,0,2,1,12,0,12,4,0,0,0,0,0,3,7,2,2,2,0,0,8,2,0,1,0,14,1,0,2,0,0,14,0,0,0,2,0,0,0,0,14,0,0,10,13,0,0,0,0,4,1,4,0,0,0,2,0,10,10,10,257,34,25,257,9
Japan,1992,Wrestling,0,1,392,4,0,31,1,4,43,4,1,0,0,2,1,12,0,12,4,0,0,0,0,0,3,7,2,2,2,0,0,8,2,0,1,0,14,1,0,2,0,0,14,0,0,0,2,0,0,0,0,14,0,0,10,13,0,0,0,0,4,1,4,0,0,0,2,0,10,10,10,257,34,25,257,44
Japan,1996,Athletics,0,1,448,4,0,32,1,4,44,5,1,1,0,2,0,12,0,12,4,0,0,0,0,2,4,8,2,2,2,0,0,10,2,0,2,0,14,2,0,2,0,0,14,0,0,0,1,0,0,0,0,14,0,0,10,15,0,0,0,0,4,0,4,0,0,2,2,0,10,10,10,271,37,25,271,180
Japan,1996,Baseball,0,20,448,4,0,32,1,4,44,5,1,1,0,2,0,12,0,12,4,0,0,0,0,2,4,8,2,2,2,0,0,10,2,0,2,0,14,2,0,2,0,0,14,0,0,0,1,0,0,0,0,14,0,0,10,15,0,0,0,0,4,0,4,0,0,2,2,0,10,10,10,271,37,25,271,60
Japan,1996,Cycling,0,1,448,4,0,32,1,4,44,5,1,1,0,2,0,12,0,12,4,0,0,0,0,2,4,8,2,2,2,0,0,10,2,0,2,0,14,2,0,2,0,0,14,0,0,0,1,0,0,0,0,14,0,0,10,15,0,0,0,0,4,0,4,0,0,2,2,0,10,10,10,271,37,25,271,55
Japan,1996,Judo,3,8,448,4,0,32,1,4,44,5,1,1,0,2,0,12,0,12,4,0,0,0,0,2,4,8,2,2,2,0,0,10,2,0,2,0,14,2,0,2,0,0,14,0,0,0,1,0,0,0,0,14,0,0,10,15,0,0,0,0,4,0,4,0,0,2,2,0,10,10,10,271,37,25,271,59
Japan,1996,Sailing,0,2,448,4,0,32,1,4,44,5,1,1,0,2,0,12,0,12,4,0,0,0,0,2,4,8,2,2,2,0,0,10,2,0,2,0,14,2,0,2,0,0,14,0,0,0,1,0,0,0,0,14,0,0,10,15,0,0,0,0,4,0,4,0,0,2,2,0,10,10,10,271,37,25,271,50
Japan,1996,Synchronized Swimming,0,9,448,4,0,32,1,4,44,5,1,1,0,2,0,12,0,12,4,0,0,0,0,2,4,8,2,2,2,0,0,10,2,0,2,0,14,2,0,2,0,0,14,0,0,0,1,0,0,0,0,14,0,0,10,15,0,0,0,0,4,0,4,0,0,2,2,0,10,10,10,271,37,25,271,28
Japan,1996,Wrestling,0,1,448,4,0,32,1,4,44,5,1,1,0,2,0,12,0,12,4,0,0,0,0,2,4,8,2,2,2,0,0,10,2,0,2,0,14,2,0,2,0,0,14,0,0,0,1,0,0,0,0,14,0,0,10,15,0,0,0,0,4,0,4,0,0,2,2,0,10,10,10,271,37,25,271,60
Japan,2000,Athletics,1,1,363,8,0,32,2,4,46,5,1,1,0,2,0,12,0,12,4,0,0,0,0,2,4,12,2,2,2,0,0,10,2,0,2,0,14,2,2,2,0,0,14,0,0,0,2,0,0,0,0,14,0,0,11,17,0,0,0,0,4,8,4,2,0,2,2,0,15,8,8,300,40,27,300,190
Japan,2000,Judo,4,8,363,8,0,32,2,4,46,5,1,1,0,2,0,12,0,12,4,0,0,0,0,2,4,12,2,2,2,0,0,10,2,0,2,0,14,2,2,2,0,0,14,0,0,0,2,0,0,0,0,14,0,0,11,17,0,0,0,0,4,8,4,2,0,2,2,0,15,8,8,300,40,27,300,57
Japan,2000,Softball,0,15,363,8,0,32,2,4,46,5,1,1,0,2,0,12,0,12,4,0,0,0,0,2,4,12,2,2,2,0,0,10,2,0,2,0,14,2,2,2,0,0,14,0,0,0,2,0,0,0,0,14,0,0,11,17,0,0,0,0,4,8,4,2,0,2,2,0,15,8,8,300,40,27,300,45
Japan,2000,Swimming,0,7,363,8,0,32,2,4,46,5,1,1,0,2,0,12,0,12,4,0,0,0,0,2,4,12,2,2,2,0,0,10,2,0,2,0,14,2,2,2,0,0,14,0,0,0,2,0,0,0,0,14,0,0,11,17,0,0,0,0,4,8,4,2,0,2,2,0,15,8,8,300,40,27,300,201
Japan,2000,Synchronized Swimming,0,11,363,8,0,32,2,4,46,5,1,1,0,2,0,12,0,12,4,0,0,0,0,2,4,12,2,2,2,0,0,10,2,0,2,0,14,2,2,2,0,0,14,0,0,0,2,0,0,0,0,14,0,0,11,17,0,0,0,0,4,8,4,2,0,2,2,0,15,8,8,300,40,27,300,31
Japan,2000,Taekwondo,0,1,363,8,0,32,2,4,46,5,1,1,0,2,0,12,0,12,4,0,0,0,0,2,4,12,2,2,2,0,0,10,2,0,2,0,14,2,2,2,0,0,14,0,0,0,2,0,0,0,0,14,0,0,11,17,0,0,0,0,4,8,4,2,0,2,2,0,15,8,8,300,40,27,300,24
Japan,2000,Wrestling,0,1,363,8,0,32,2,4,46,5,1,1,0,2,0,12,0,12,4,0,0,0,0,2,4,12,2,2,2,0,0,10,2,0,2,0,14,2,2,2,0,0,14,0,0,0,2,0,0,0,0,14,0,0,11,17,0,0,0,0,4,8,4,2,0,2,2,0,15,8,8,300,40,27,300,47
Japan,2004,Archery,0,1,414,8,0,32,2,4,46,5,1,1,0,2,0,11,0,12,4,0,0,0,0,2,4,12,2,2,2,0,0,10,2,0,2,0,14,2,2,2,0,0,14,0,0,0,2,0,0,0,0,14,0,0,11,17,0,0,0,0,4,8,4,2,0,2,2,0,15,11,7,301,40,27,301,24
Japan,2004,Athletics,2,2,414,8,0,32,2,4,46,5,1,1,0,2,0,11,0,12,4,0,0,0,0,2,4,12,2,2,2,0,0,10,2,0,2,0,14,2,2,2,0,0,14,0,0,0,2,0,0,0,0,14,0,0,11,17,0,0,0,0,4,8,4,2,0,2,2,0,15,11,7,301,40,27,301,180
Japan,2004,Baseball,0,24,414,8,0,32,2,4,46,5,1,1,0,2,0,11,0,12,4,0,0,0,0,2,4,12,2,2,2,0,0,10,2,0,2,0,14,2,2,2,0,0,14,0,0,0,2,0,0,0,0,14,0,0,11,17,0,0,0,0,4,8,4,2,0,2,2,0,15,11,7,301,40,27,301,72
Japan,2004,Cycling,0,3,414,8,0,32,2,4,46,5,1,1,0,2,0,11,0,12,4,0,0,0,0,2,4,12,2,2,2,0,0,10,2,0,2,0,14,2,2,2,0,0,14,0,0,0,2,0,0,0,0,14,0,0,11,17,0,0,0,0,4,8,4,2,0,2,2,0,15,11,7,301,40,27,301,80
Japan,2004,Gymnastics,6,9,414,8,0,32,2,4,46,5,1,1,0,2,0,11,0,12,4,0,0,0,0,2,4,12,2,2,2,0,0,10,2,0,2,0,14,2,2,2,0,0,14,0,0,0,2,0,0,0,0,14,0,0,11,17,0,0,0,0,4,8,4,2,0,2,2,0,15,11,7,301,40,27,301,72
Japan,2004,Judo,8,10,414,8,0,32,2,4,46,5,1,1,0,2,0,11,0,12,4,0,0,0,0,2,4,12,2,2,2,0,0,10,2,0,2,0,14,2,2,2,0,0,14,0,0,0,2,0,0,0,0,14,0,0,11,17,0,0,0,0,4,8,4,2,0,2,2,0,15,11,7,301,40,27,301,60
Japan,2004,Sailing,0,2,414,8,0,32,2,4,46,5,1,1,0,2,0,11,0,12,4,0,0,0,0,2,4,12,2,2,2,0,0,10,2,0,2,0,14,2,2,2,0,0,14,0,0,0,2,0,0,0,0,14,0,0,11,17,0,0,0,0,4,8,4,2,0,2,2,0,15,11,7,301,40,27,301,54
Japan,2004,Softball,0,14,414,8,0,32,2,4,46,5,1,1,0,2,0,11,0,12,4,0,0,0,0,2,4,12,2,2,2,0,0,10,2,0,2,0,14,2,2,2,0,0,14,0,0,0,2,0,0,0,0,14,0,0,11,17,0,0,0,0,4,8,4,2,0,2,2,0,15,11,7,301,40,27,301,44
Japan,2004,Swimming,3,11,414,8,0,32,2,4,46,5,1,1,0,2,0,11,0,12,4,0,0,0,0,2,4,12,2,2,2,0,0,10,2,0,2,0,14,2,2,2,0,0,14,0,0,0,2,0,0,0,0,14,0,0,11,17,0,0,0,0,4,8,4,2,0,2,2,0,15,11,7,301,40,27,301,200
Japan,2004,Synchronized Swimming,0,11,414,8,0,32,2,4,46,5,1,1,0,2,0,11,0,12,4,0,0,0,0,2,4,12,2,2,2,0,0,10,2,0,2,0,14,2,2,2,0,0,14,0,0,0,2,0,0,0,0,14,0,0,11,17,0,0,0,0,4,8,4,2,0,2,2,0,15,11,7,301,40,27,301,33
Japan,2004,Wrestling,2,6,414,8,0,32,2,4,46,5,1,1,0,2,0,11,0,12,4,0,0,0,0,2,4,12,2,2,2,0,0,10,2,0,2,0,14,2,2,2,0,0,14,0,0,0,2,0,0,0,0,14,0,0,11,17,0,0,0,0,4,8,4,2,0,2,2,0,15,11,7,301,40,27,301,54
Japan,2008,Athletics,0,4,457,8,2,32,2,4,47,5,1,1,0,2,0,11,0,12,4,0,0,0,2,2,4,10,2,2,2,0,0,10,2,0,2,0,14,2,2,2,0,0,14,0,0,0,2,0,0,0,0,14,0,0,11,15,0,0,0,0,4,8,4,2,0,2,2,0,15,11,7,302,42,27,302,187
Japan,2008,Cycling,0,1,457,8,2,32,2,4,47,5,1,1,0,2,0,11,0,12,4,0,0,0,2,2,4,10,2,2,2,0,0,10,2,0,2,0,14,2,2,2,0,0,14,0,0,0,2,0,0,0,0,14,0,0,11,15,0,0,0,0,4,8,4,2,0,2,2,0,15,11,7,302,42,27,302,76
Japan,2008,Fencing,0,1,457,8,2,32,2,4,47,5,1,1,0,2,0,11,0,12,4,0,0,0,2,2,4,10,2,2,2,0,0,10,2,0,2,0,14,2,2,2,0,0,14,0,0,0,2,0,0,0,0,14,0,0,11,15,0,0,0,0,4,8,4,2,0,2,2,0,15,11,7,302,42,27,302,62
Japan,2008,Gymnastics,0,7,457,8,2,32,2,4,47,5,1,1,0,2,0,11,0,12,4,0,0,0,2,2,4,10,2,2,2,0,0,10,2,0,2,0,14,2,2,2,0,0,14,0,0,0,2,0,0,0,0,14,0,0,11,15,0,0,0,0,4,8,4,2,0,2,2,0,15,11,7,302,42,27,302,72
Japan,2008,Judo,4,7,457,8,2,32,2,4,47,5,1,1,0,2,0,11,0,12,4,0,0,0,2,2,4,10,2,2,2,0,0,10,2,0,2,0,14,2,2,2,0,0,14,0,0,0,2,0,0,0,0,14,0,0,11,15,0,0,0,0,4,8,4,2,0,2,2,0,15,11,7,302,42,27,302,61
